""	"symbol"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"de"
"TC0600000193.mm.1"	"Ptprz1"	-3.41338265847978	-3.6251634159047	-3.20160190105485	4.11176692222934	-38.5754227419553	4.98173385911687e-09	0.000210107945044005	10.6008276206703	"down"
"TC1800000583.mm.1"	"Slc12a2"	-3.54223013964715	-3.79633716399407	-3.28812311530024	3.69754830335564	-33.3635547752059	1.29429186254552e-08	0.000210107945044005	10.0300329017943	"down"
"TC0200001226.mm.1"	"Slc43a3"	-3.26632488457369	-3.52836027856182	-3.00428949058556	5.18092676528149	-29.8340103669868	2.69794108845362e-08	0.000210107945044005	9.53769261347738	"down"
"TC0400003100.mm.1"	"Cyp2j9"	-3.02040424216645	-3.26447458349053	-2.77633390084238	4.42054462748146	-29.6184465547069	2.82947562997687e-08	0.000210107945044005	9.50422621288169	"down"
"TC1100002244.mm.1"	"Gm25698"	-3.52091380513429	-3.82910140819939	-3.2127262020692	4.43169015701586	-27.343395346665	4.77986627903471e-08	0.000210107945044005	9.1234078242414	"down"
"TC1100003999.mm.1"	"Abca8a"	-4.7458683909958	-5.16287096698098	-4.32886581501063	5.01416908125517	-27.2388749754652	4.90140672246595e-08	0.000210107945044005	9.10461817591163	"down"
"TC1600000524.mm.1"	"Gm22617"	-3.20944622233113	-3.49772912081162	-2.92116332385064	5.82683181395131	-26.6454731596094	5.66270708325241e-08	0.000210107945044005	8.99561871454791	"down"
"TC1600001068.mm.1"	"Gm22745"	-3.20944622233113	-3.49772912081162	-2.92116332385064	5.82683181395131	-26.6454731596094	5.66270708325241e-08	0.000210107945044005	8.99561871454791	"down"
"TC1900001430.mm.1"	"Gm23075"	-3.20944622233113	-3.49772912081162	-2.92116332385064	5.82683181395131	-26.6454731596094	5.66270708325241e-08	0.000210107945044005	8.99561871454791	"down"
"TC0500003468.mm.1"	"Gjc3"	-4.57061269165011	-4.98707662800855	-4.15414875529168	5.31113063431056	-26.2669250659484	6.21936713318669e-08	0.000210107945044005	8.92396184656795	"down"
"TC0600002079.mm.1"	"Ptn"	-3.25514372941111	-3.56568222845298	-2.94460523036925	5.05566490202522	-25.0880515536501	8.40160300384918e-08	0.000216432705849043	8.68959417917281	"down"
"TC0900002254.mm.1"	"Ncam1"	-3.09130395603103	-3.38786069486406	-2.794747217198	5.60075986349994	-24.94859689794	8.71385657332556e-08	0.000216432705849043	8.66069486873718	"down"
"TC0200001627.mm.1"	"Lgr4"	-2.70970062019243	-2.97002776366316	-2.4493734767217	4.10619458530602	-24.9123141245615	8.79727155265871e-08	0.000216432705849043	8.65313370977775	"down"
"TC1700001429.mm.1"	"Qk"	-3.3339091868295	-3.65603531879918	-3.01178305485981	5.65352267235541	-24.7707993648025	9.13151160165829e-08	0.000216432705849043	8.62347454473777	"down"
"TC1400001312.mm.1"	"Gm25781"	-3.47011652443511	-3.81302583868903	-3.12720721018119	4.86670067353424	-24.2201590186889	1.05787064575198e-07	0.000229778163104336	8.50547086848144	"down"
"TC0X00000668.mm.1"	"Nsdhl"	-2.49975557764718	-2.74745387013907	-2.2520572851553	3.97104071412195	-24.1538712434122	1.07700987655627e-07	0.000229778163104336	8.49098054432051	"down"
"TC1600001091.mm.1"	"Gm9242"	-2.58324396409895	-2.8405567811704	-2.3259311470275	4.69506114802103	-24.0279222178519	1.11448277965174e-07	0.000229778163104336	8.46327641021182	"down"
"TC1000000508.mm.1"	"Fabp7"	-4.83108180967224	-5.32041198420057	-4.34175163514391	4.63347265202634	-23.6295041399216	1.24327701623052e-07	0.000240208094079697	8.37413017941811	"down"
"TC0X00000655.mm.1"	"Rpl30-ps10"	-2.67896313802724	-2.95237700523548	-2.405549270819	3.00663497733035	-23.4508405499432	1.30653569270881e-07	0.000240208094079697	8.33339465555034	"down"
"TC0500000819.mm.1"	"Slc4a4"	-2.11832068569331	-2.3355513138666	-1.90109005752002	4.66755770050124	-23.3390332487475	1.34800428357847e-07	0.000240208094079697	8.30765856471643	"down"
"TC1900001485.mm.1"	"Sorbs1"	-2.25871256184218	-2.49232270095909	-2.02510242272527	5.01812983226273	-23.1409664526446	1.42523830751071e-07	0.000240208094079697	8.2615997386821	"down"
"TC1800001590.mm.1"	"Scarna17"	-2.58059115087854	-2.84824439597213	-2.31293790578496	5.40898292943535	-23.0759135905695	1.45170608137852e-07	0.000240208094079697	8.24634050901989	"down"
"TC1200002511.mm.1"	"Itgb8"	-3.66083254970099	-4.0429587246503	-3.27870637475167	4.37550721909902	-22.9290093156152	1.5135823734075e-07	0.000240208094079697	8.21163925679928	"down"
"TC0200000590.mm.1"	"Gm26236"	-3.83686953548583	-4.24074690159029	-3.43299216938137	3.49546890769395	-22.7373438976525	1.59892577091691e-07	0.000240208094079697	8.16585360877634	"down"
"TC1400000763.mm.1"	"Cmtm5"	-4.37711157950397	-4.84222474223473	-3.9119984167732	6.33774724373991	-22.5237760694287	1.70061179216599e-07	0.000240208094079697	8.11414337240339	"down"
"TC0X00001338.mm.1"	"Plp1"	-4.14766609666956	-4.59396596237154	-3.70136623096759	5.7336472336961	-22.2427891075331	1.8459311288194e-07	0.000240208094079697	8.04497511704667	"down"
"TC1700002240.mm.1"	"Daam2"	-2.2279657739391	-2.4678927071341	-1.98803884074409	5.01096646866958	-22.2249977518103	1.85560278028043e-07	0.000240208094079697	8.04055153426457	"down"
"TC0100003566.mm.1"	"Atp1a2"	-3.22886893723807	-3.57670177579455	-2.88103609868158	5.76725104646831	-22.2173394059785	1.8597838987579e-07	0.000240208094079697	8.03864576010491	"down"
"TC1900001691.mm.1"	"Gpam"	-2.44739217834746	-2.71232314224632	-2.18246121444859	4.78937670202548	-22.1097107895349	1.91970511239276e-07	0.000240208094079697	8.01175835090356	"down"
"TC1000001949.mm.1"	"Hey2"	-3.12051535876352	-3.4588244453027	-2.78220627222433	4.10830465278113	-22.0762282429206	1.93879666498636e-07	0.000240208094079697	8.0033540447155	"down"
"TC1800000264.mm.1"	"Gm26378"	-3.02956522081584	-3.36394562906958	-2.6951848125621	5.00313440433563	-21.6846140272203	2.17909838939533e-07	0.000249904770276587	7.90363180777614	"down"
"TC0200004511.mm.1"	"Gatm"	-3.06575517952885	-3.40570777720247	-2.72580258185523	4.94225680817816	-21.5839695761567	2.24627320386557e-07	0.000249904770276587	7.877572624625	"down"
"TC0800002922.mm.1"	"Gm23627"	-2.17642006071109	-2.41899136429461	-1.93384875712756	3.65615642890238	-21.4741267282444	2.32231985425329e-07	0.000250539187779885	7.84892717353301	"down"
"TC1000002703.mm.1"	"Gm26122"	-3.07563742309461	-3.42031875276006	-2.73095609342916	3.81119444965788	-21.3564759282254	2.40707444545397e-07	0.000250539187779885	7.81800635796144	"down"
"TC1700001299.mm.1"	"Epas1"	-2.65057732135458	-2.94808866570779	-2.35306597700138	5.57736552141502	-21.3230419329016	2.43180499323416e-07	0.000250539187779885	7.80917379292113	"down"
"TC1000001755.mm.1"	"Utrn"	-2.46575773569432	-2.74592969779957	-2.18558577358906	4.79611902100686	-21.0638593546963	2.63374553593143e-07	0.000265881489158826	7.74001171225685	"down"
"TC0800000482.mm.1"	"Slc7a2"	-2.14623448798041	-2.39346898402667	-1.89899999193416	4.26154829070255	-20.7768792679798	2.88019819321087e-07	0.000285474771463086	7.66197775365695	"down"
"TC0400003475.mm.1"	"Mfsd2a"	-2.11895230381753	-2.36473268158751	-1.87317192604755	4.66403156889982	-20.6341311854056	3.01259797766452e-07	0.000285829784369475	7.62258139658002	"down"
"TC1500001729.mm.1"	"Ly6c1"	-1.71452754805055	-1.9144249526449	-1.51463014345619	3.57888219488906	-20.5281364450657	3.1154420061143e-07	0.000285829784369475	7.59307453845702	"down"
"TC0600002511.mm.1"	"Gm23924"	-3.34053961611254	-3.73352835247644	-2.94755087974865	5.87051187917804	-20.3445803976724	3.30323887721996e-07	0.000285829784369475	7.54145751598706	"down"
"TC1400002017.mm.1"	"Ndrg2"	-2.79249846620433	-3.12454636622917	-2.46045056617948	5.67083253672198	-20.1281758902428	3.541582711834e-07	0.000297024369158336	7.4797454518143	"down"
"TC1600000618.mm.1"	"Zbtb20; Mir568"	-1.88486307026838	-2.10984550690848	-1.65988063362828	3.9928617124672	-20.0513400867981	3.63091912176559e-07	0.000297384115668815	7.45760755005454	"down"
"TC0900000975.mm.1"	"Gm23057"	-2.89345273609526	-3.23987180317156	-2.54703366901895	5.16405784679121	-19.9906455321391	3.70332167058024e-07	0.000297384115668815	7.44003536497324	"down"
"TC0500001988.mm.1"	"Gm8991"	-2.57159024048577	-2.87955343978158	-2.26362704118995	5.43553606652349	-19.9855065267295	3.70952780303764e-07	0.000297384115668815	7.43854407269006	"down"
"TC1200002494.mm.1"	"Gm23190"	-3.78507225359403	-4.24123348232631	-3.32891102486176	4.48794531441767	-19.8594866414288	3.8655216541093e-07	0.000301035782074449	7.40180439055617	"down"
"TC0X00000981.mm.1"	"Ogt"	-2.94905983399815	-3.30594259342257	-2.59217707457373	4.75807947174179	-19.7774470059795	3.97112529845661e-07	0.000301257426645354	7.37771005741969	"down"
"TC0200004099.mm.1"	"Rpl30-ps3"	-2.04717839966318	-2.29514042666081	-1.79921637266555	3.08401244683677	-19.7598082673358	3.99426114043222e-07	0.000301257426645354	7.37251139212239	"down"
"TC0100000055.mm.1"	"Prex2"	-2.35238993910889	-2.63881563471688	-2.0659642435009	3.50601165960356	-19.6566520632701	4.13270853592951e-07	0.000301257426645354	7.34197749449887	"down"
"TC1900001095.mm.1"	"Fads2"	-3.1944107598021	-3.58497466370715	-2.80384685589705	5.62177590762733	-19.5754101595529	4.24563361919036e-07	0.000301257426645354	7.31777205321007	"down"
"TC0200000684.mm.1"	"Gm22306"	-2.83933178186103	-3.18660215762432	-2.49206140609773	4.74239756556044	-19.5686389467575	4.25520450740953e-07	0.000301257426645354	7.31574829128296	"down"
"TC0900002780.mm.1"	"Me1"	-2.17837494016859	-2.44778663330366	-1.90896324703352	4.66163065980031	-19.3521135942686	4.5747369646058e-07	0.000316152517617942	7.25051541188098	"down"
"TC0700000986.mm.1"	"Gm7551"	-2.16859867695358	-2.44090577605508	-1.89629157785207	5.19886327905271	-19.0604187826553	5.0497759926513e-07	0.00033720736435147	7.16102033522321	"down"
"TC1100003997.mm.1"	"Abca8b"	-3.50848771214439	-3.94952191455164	-3.06745350973713	4.35290985231213	-19.039691310109	5.08563421044391e-07	0.00033720736435147	7.15458913666553	"down"
"TC0100000040.mm.1"	"Gm6161"	-2.1170803397756	-2.38322415831815	-1.85093652123305	4.85077826887647	-19.0385193179286	5.08767046170139e-07	0.00033720736435147	7.15422521039183	"down"
"TC0200000933.mm.1"	"Gca"	-1.66989463611211	-1.88022183112025	-1.45956744110396	3.4572746895925	-19.0022861324966	5.15108754945031e-07	0.00033720736435147	7.14295889865522	"down"
"TC1000000322.mm.1"	"Lama4"	-2.0495317594782	-2.30826061651417	-1.79080290244222	4.3750365580751	-18.9592867945772	5.22752888276859e-07	0.00033720736435147	7.12955040219019	"down"
"TC0100003029.mm.1"	"Cxcr4"	-2.05321150017572	-2.31263550541608	-1.79378749493536	4.18996140525466	-18.9424322051123	5.25784678612374e-07	0.00033720736435147	7.12428324721751	"down"
"TC0100002916.mm.1"	"Cdh19"	-4.29121573704754	-4.8355069279097	-3.74692454618538	3.78821783031523	-18.8695375602288	5.39131681158994e-07	0.00033781867203105	7.10142911595954	"down"
"TC0200004448.mm.1"	"Gm23814"	-3.03348817089931	-3.42049496765337	-2.64648137414526	4.58371722681861	-18.7601336060049	5.59900852098346e-07	0.000342948708441452	7.06690099403262	"down"
"TC0500001589.mm.1"	"Gm22450"	-2.79711179483386	-3.15491775008105	-2.43930583958666	4.04721623569746	-18.7100295568645	5.69718451834004e-07	0.000342965853459554	7.0509961954733	"down"
"TC1100002660.mm.1"	"Gm12191"	-2.66076664449027	-3.00539992477336	-2.31613336420718	2.97803886885364	-18.4782903710125	6.17778271973808e-07	0.000344099021586988	6.97667361011936	"down"
"TC1100004029.mm.1"	"2610035D17Rik"	-1.87542523606	-2.11836767061294	-1.63248280150707	3.6818930534833	-18.4760270733706	6.18270095773658e-07	0.000344099021586988	6.97594150966291	"down"
"TC0300002882.mm.1"	"Gm24456"	-3.14069364175908	-3.54850089508385	-2.73288638843431	5.02980741847118	-18.432440596862	6.27829918358744e-07	0.000344099021586988	6.96181905520294	"down"
"TC0900002230.mm.1"	"Gm22286"	-1.62798431789867	-1.83945590359511	-1.41651273220223	3.02343454349473	-18.4251235565898	6.29451356488752e-07	0.000344099021586988	6.959443836149	"down"
"TC0500000195.mm.1"	"Kmt2e"	-2.77459000784627	-3.13523296940841	-2.41394704628412	4.40470921026078	-18.4133823268927	6.3206324741018e-07	0.000344099021586988	6.95562979619736	"down"
"TC1100001284.mm.1"	"Gm23564"	-3.661128256523	-4.13713065307705	-3.18512585996894	5.49338948392289	-18.408483714132	6.33156645688333e-07	0.000344099021586988	6.95403755181188	"down"
"TC1600001284.mm.1"	"Gm22129"	-2.80705410258738	-3.17381682433864	-2.44029138083613	4.61794922431805	-18.317989672488	6.53751516968159e-07	0.000344099021586988	6.92452016826981	"down"
"TC1500001127.mm.1"	"Hnrnpa1; Gm5643; Gm10052"	-1.78068924330285	-2.01368045163145	-1.54769803497425	4.00443085389889	-18.2919840967957	6.59811550928615e-07	0.000344099021586988	6.91600128893245	"down"
"TC0X00001682.mm.1"	"Gpm6b"	-2.49196653532636	-2.81955689602502	-2.1643761746277	4.93666488355341	-18.2063675175468	6.80223410419461e-07	0.000344099021586988	6.88783959910173	"down"
"TC1400002683.mm.1"	"Slitrk1"	-1.88862968348573	-2.13697168789015	-1.64028767908132	4.50783907153017	-18.2015696851263	6.81388555105431e-07	0.000344099021586988	6.88625619457797	"down"
"TC0700002497.mm.1"	"Apoe"	-2.71383362412009	-3.07070867236032	-2.35695857587985	6.68823604581393	-18.2003294064	6.8169012729401e-07	0.000344099021586988	6.8858467804825	"down"
"TC0800001205.mm.1"	"Gm22063"	-3.70474938224502	-4.19245711212749	-3.21704165236254	5.78301210273555	-18.1807338393676	6.86475169951247e-07	0.000344099021586988	6.87937334087995	"down"
"TC1300000199.mm.1"	"Gm11295"	-3.10382369476937	-3.51281174688849	-2.69483564265025	3.33020054380683	-18.1634622984372	6.90724719971586e-07	0.000344099021586988	6.87365988274414	"down"
"TC0X00002813.mm.1"	"Rpl30-ps9"	-2.58516115777612	-2.92627459705209	-2.24404771850016	2.81328750127753	-18.1384847992497	6.96923831916751e-07	0.000344099021586988	6.86538438243355	"down"
"TC0500002735.mm.1"	"Gm23092"	-3.97669978166355	-4.50171651207731	-3.45168305124979	5.68798229077276	-18.1285002120837	6.99419746666692e-07	0.000344099021586988	6.86207203322068	"down"
"TC0500003706.mm.1"	"Gm24242"	-3.97669978166355	-4.50171651207731	-3.45168305124979	5.68798229077276	-18.1285002120837	6.99419746666692e-07	0.000344099021586988	6.86207203322068	"down"
"TC0200004154.mm.1"	"Tspan18"	-2.00007006240038	-2.2641969891722	-1.73594313562857	4.89151231354039	-18.1236115263758	7.00645547862121e-07	0.000344099021586988	6.86044933877914	"down"
"TC0300001306.mm.1"	"Elovl6"	-1.73376513702048	-1.9645257636839	-1.50300451035705	4.75659016374321	-17.9821149567927	7.37217432115015e-07	0.00035106421567544	6.81322732739238	"down"
"TC0200001115.mm.1"	"Hnrnpa3; Gm6793"	-2.0058415205581	-2.27455501399096	-1.73712802712525	3.8007958543181	-17.8656719591855	7.68964767237365e-07	0.00035106421567544	6.773993074934	"down"
"TC0200001838.mm.1"	"B2m"	-4.00934834770606	-4.5502580353544	-3.46843866005772	4.79043229066767	-17.7403116505595	8.04912410450328e-07	0.00035106421567544	6.73137243307845	"down"
"TC1200000210.mm.1"	"BC023202"	-3.03885691897581	-3.44936741009862	-2.62834642785301	4.05478521093642	-17.7173271853952	8.1171073156626e-07	0.00035106421567544	6.72351472401663	"down"
"TC1400001328.mm.1"	"Gm6254"	-2.43363591570249	-2.76382571384458	-2.10344611756039	4.93418336332658	-17.6402269777261	8.35001769371844e-07	0.00035106421567544	6.69705761841505	"down"
"TC0900002680.mm.1"	"Tmod2"	-2.01496526522517	-2.28897845016405	-1.74095208028629	4.94743340471343	-17.5998236790014	8.47513127256532e-07	0.00035106421567544	6.68313204466184	"down"
"TC0100001315.mm.1"	"Gm6397"	-2.1672473239219	-2.46303925729574	-1.87145539054806	4.97908631718239	-17.5361544912356	8.67668625026967e-07	0.00035106421567544	6.6611017511375	"down"
"TC0200000720.mm.1"	"Gm26127"	-3.40723795315568	-3.87242824002993	-2.94204766628142	5.73117471159044	-17.5300857363462	8.69618359534571e-07	0.00035106421567544	6.65899638923229	"down"
"TC1000002627.mm.1"	"Hsp90b1"	-1.80921457387433	-2.05630505073898	-1.56212409700968	3.97730165420655	-17.5245261390671	8.71408932181599e-07	0.00035106421567544	6.65706682095871	"down"
"TC0500002528.mm.1"	"Atp8a1"	-2.56015228192496	-2.90986043430302	-2.2104441295469	4.73878100090252	-17.5215392364859	8.72372668551242e-07	0.00035106421567544	6.65602982448246	"down"
"TC0X00002363.mm.1"	"Gm14689; RP23-24K4.2"	-2.59338656055974	-2.9488677456217	-2.23790537549778	5.25502064867503	-17.4607482299327	8.92255642121083e-07	0.00035106421567544	6.63487365978874	"down"
"TC1500001181.mm.1"	"Gm2310"	-3.14844836080363	-3.58033742511276	-2.71655929649449	4.6092789350783	-17.4476355338164	8.96612368819007e-07	0.00035106421567544	6.63029755046963	"down"
"TC1100003049.mm.1"	"Atp1b2"	-1.98193023695344	-2.25382125038762	-1.71003922351925	4.61029631116592	-17.446395905265	8.97025501061042e-07	0.00035106421567544	6.62986470732421	"down"
"TC1000001830.mm.1"	"Pde7b"	-2.04992918288073	-2.33115066960584	-1.76870769615563	4.22784892787203	-17.4462692952587	8.97067708807213e-07	0.00035106421567544	6.62982049642591	"down"
"TC0800003241.mm.1"	"2610005L07Rik"	-2.34502619502466	-2.66766645221351	-2.02238593783582	4.84108998226307	-17.3956778644688	9.14117315305729e-07	0.00035106421567544	6.61212070831898	"down"
"TC0500001676.mm.1"	"Gm26285"	-2.66783665552604	-3.03508815832894	-2.30058515272314	3.25641282200125	-17.386327953813	9.17308876733331e-07	0.00035106421567544	6.60884217762238	"down"
"TC1500001876.mm.1"	"Ddx17"	-2.09215041840374	-2.38106194746338	-1.8032388893441	4.93879511399183	-17.3316634173985	9.36226577767772e-07	0.00035106421567544	6.58962779244044	"down"
"TC1100000545.mm.1"	"Gm12197; RP23-121P11.4"	-2.18957820153161	-2.49195044219108	-1.88720596087214	3.78257644906907	-17.331284689872	9.36359197483948e-07	0.00035106421567544	6.58949439432514	"down"
"TC1900000986.mm.1"	"Neat1"	-2.44123846371078	-2.77878878085417	-2.10368814656739	5.20603395073551	-17.3094750556007	9.44032837972548e-07	0.00035106421567544	6.58180600714417	"down"
"TC1200000206.mm.1"	"Mboat2"	-2.09221607634929	-2.38301478343053	-1.80141736926806	3.85863886510502	-17.2197276045096	9.76379604537041e-07	0.00035106421567544	6.55003421084091	"down"
"TC1100003479.mm.1"	"Gm23137"	-3.85249393345359	-4.38897268948282	-3.31601517742437	4.86128919957082	-17.1870621743251	9.88467462801789e-07	0.00035106421567544	6.53841650595491	"down"
"TC1300001492.mm.1"	"Gm22628"	-2.6265239062974	-2.9951492697232	-2.25789854287159	4.69203121673578	-17.0532970832587	1.0397935042666e-06	0.00035106421567544	6.4905402566073	"down"
"TC1600001117.mm.1"	"Crebbp"	-2.2277493470104	-2.54134080712788	-1.91415788689292	4.71859435142175	-17.0025598156099	1.06005721144365e-06	0.00035106421567544	6.47225290951451	"down"
"TC1000002655.mm.1"	"Gas2l3"	-1.71197139355056	-1.95360609752424	-1.47033668957688	3.64514555672524	-16.9570151648586	1.07863407836015e-06	0.00035106421567544	6.45577678590872	"down"
"TC0900001534.mm.1"	"Gm25510"	-2.41946816352042	-2.76193055772836	-2.07700576931249	2.80617744352442	-16.9090511097416	1.09860312917777e-06	0.00035106421567544	6.43836337168741	"down"
"TC1200000979.mm.1"	"Rpl30-ps8"	-2.51323779619896	-2.86968637164687	-2.15678922075106	3.02608954845853	-16.8751993749803	1.11295237631494e-06	0.00035106421567544	6.42603496312948	"down"
"TC1800000575.mm.1"	"Megf10"	-1.83631278534612	-2.09678793411319	-1.57583763657905	4.6240103013564	-16.8730105030662	1.11388758956263e-06	0.00035106421567544	6.42523670178825	"down"
"TC0700003420.mm.1"	"Tjp1"	-2.19077115028333	-2.50190883459821	-1.87963346596844	4.2740682806686	-16.8522002729056	1.1228241453083e-06	0.00035106421567544	6.41764071851907	"down"
"TC1100001588.mm.1"	"Gm22061"	-1.92450227224919	-2.19847605828379	-1.65052848621459	4.6328611663578	-16.812087068589	1.14028330555098e-06	0.00035106421567544	6.40296470925977	"down"
"TC0300002576.mm.1"	"Gm22505"	-3.6629933323064	-4.18723886031374	-3.13874780429906	5.43648772945909	-16.7229775692502	1.18019514387406e-06	0.00035106421567544	6.3702006323077	"down"
"TC0600002181.mm.1"	"Gm22363"	-3.6629933323064	-4.18723886031374	-3.13874780429906	5.43648772945909	-16.7229775692502	1.18019514387406e-06	0.00035106421567544	6.3702006323077	"down"
"TC0X00000166.mm.1"	"Ddx3x"	-1.94629182636284	-2.2249634402018	-1.66762021252388	4.38355586470938	-16.7158105231614	1.18347433441424e-06	0.00035106421567544	6.36755567134926	"down"
"TC1400000089.mm.1"	"Gm23438"	-2.19923877983797	-2.51467638979228	-1.88380116988366	2.93891478488046	-16.6867256268349	1.19688956761383e-06	0.00035106421567544	6.35680706539553	"down"
"TC0900002996.mm.1"	"Gm22720"	-3.15062827164446	-3.60385277811512	-2.6974037651738	4.0378111161626	-16.6378036472809	1.21985035944521e-06	0.00035106421567544	6.33867310082317	"down"
"TC0100003397.mm.1"	"Prrc2c"	-1.83784899077998	-2.1024505287322	-1.57324745282776	4.63748185549955	-16.623775821731	1.22652712132605e-06	0.00035106421567544	6.33346076856966	"down"
"TC0800001269.mm.1"	"Nfat5"	-1.42768406560579	-1.63356981503605	-1.22179831617554	3.35545166305557	-16.596558397254	1.23960172644878e-06	0.00035106421567544	6.32333146634302	"down"
"TC1100001447.mm.1"	"Gm22456"	-2.90076518826984	-3.31946104753322	-2.48206932900646	6.39474209333713	-16.5815880933312	1.24686128574451e-06	0.00035106421567544	6.31775100690447	"down"
"TC0900003309.mm.1"	"Gm6187; Gm10052"	-3.10643734963461	-3.55490918678672	-2.6579655124825	5.43659644121411	-16.5782863639334	1.2484689584205e-06	0.00035106421567544	6.31651935751571	"down"
"TC1700000408.mm.1"	"Gm23123"	-3.58808624069671	-4.10657813237293	-3.06959434902049	6.00575267805934	-16.5627755786884	1.256053368713e-06	0.00035106421567544	6.31072913971785	"down"
"TC0X00002273.mm.1"	"Snord61"	-4.98111122379798	-5.70721575567932	-4.25500669191664	4.40703084281323	-16.4187203360512	1.32907841614079e-06	0.00035106421567544	6.25661975234344	"down"
"TC1800000489.mm.1"	"Gm23610"	-2.40831089258816	-2.76011259145678	-2.05650919371954	4.03051004481396	-16.3842600023587	1.34726224609308e-06	0.00035106421567544	6.24358612442711	"down"
"TC0900000515.mm.1"	"Ddx6"	-1.8871368114981	-2.16296067763331	-1.6113129453629	3.68739236222541	-16.3750923647946	1.3521477612868e-06	0.00035106421567544	6.24011285224201	"down"
"TC0700000920.mm.1"	"Gm22444"	-1.54908981383381	-1.77578587670359	-1.32239375096404	2.18944084091206	-16.3547848089939	1.36304244213312e-06	0.00035106421567544	6.23241026872603	"down"
"TC1400002740.mm.1"	"Dock9"	-1.72879571172467	-1.9822913560994	-1.47530006734994	4.44535418026479	-16.322451567275	1.38059735714071e-06	0.00035106421567544	6.22012125971108	"down"
"TC1900001562.mm.1"	"Scd1"	-4.40000021304586	-5.04575751156551	-3.75424291452622	5.77661909486772	-16.3078079277055	1.38863323397466e-06	0.00035106421567544	6.21454542030489	"down"
"TC0300003172.mm.1"	"Gm24494"	-2.99202983426219	-3.43277159615653	-2.55128807236784	2.62279126832268	-16.2477762533412	1.42214252540042e-06	0.00035106421567544	6.19162064266417	"down"
"TC1600000180.mm.1"	"Gm23116"	-3.57695193514466	-4.1041372362869	-3.04976663400241	6.22636514918563	-16.2391025780014	1.42706046157692e-06	0.00035106421567544	6.18829947691906	"down"
"TC1300001165.mm.1"	"Gm24870"	-2.84805781502786	-3.2685481807668	-2.42756744928892	4.85032681793284	-16.2108193091099	1.44323311126579e-06	0.00035106421567544	6.17745413282404	"down"
"TC0100002291.mm.1"	"Gm4852"	-1.86023509504176	-2.13493721635862	-1.58553297372489	3.19873981856655	-16.2075747739854	1.44510178562436e-06	0.00035106421567544	6.17620846968428	"down"
"TC0200003846.mm.1"	"Gm13701; RP23-202M10.1"	-2.69911829831511	-3.09845135689361	-2.29978523973662	4.57740049900785	-16.1770328916114	1.4628290409365e-06	0.00035106421567544	6.16446714271681	"down"
"TC1000003153.mm.1"	"Erbb3"	-3.1900009546663	-3.66236342270282	-2.71763848662979	5.07622594053769	-16.1632110427095	1.4709335443532e-06	0.00035106421567544	6.15914433972307	"down"
"TC1000002164.mm.1"	"Cep85l"	-1.50590670869355	-1.72931109858701	-1.28250231880009	3.63919834543472	-16.1331279770281	1.48875171746933e-06	0.00035106421567544	6.14753941934525	"down"
"TC0900002764.mm.1"	"Hmgn3"	-1.74599266989948	-2.00505136733461	-1.48693397246435	3.62182160971755	-16.1308202644636	1.49012877540946e-06	0.00035106421567544	6.1466480614329	"down"
"TC0100000289.mm.1"	"Map4k4"	-1.5557196411666	-1.78708409830087	-1.32435518403234	4.81176435888504	-16.0933666642545	1.51268380338753e-06	0.00035106421567544	6.13215899791263	"down"
"TC0400003097.mm.1"	"Cyp2j6"	-2.80941630647133	-3.22920615585841	-2.38962645708426	3.9767842594081	-16.0175607339733	1.55954520665132e-06	0.00035106421567544	6.10270265394476	"down"
"TC0600000373.mm.1"	"Rpl30-ps1"	-2.41989126294583	-2.7823563694399	-2.05742615645177	3.27382968256135	-15.9787153633793	1.58420301482542e-06	0.00035106421567544	6.08754019236796	"down"
"TC1000001542.mm.1"	"Ctdsp2; Mir26a-2; Mir546"	-1.39947157898705	-1.60909757157285	-1.18984558640124	4.40302055613231	-15.9783218416466	1.58445508966346e-06	0.00035106421567544	6.08738635246839	"down"
"TC1200000750.mm.1"	"Srsf5"	-2.2309838010965	-2.56525241529937	-1.89671518689364	4.10258490691715	-15.97397607513	1.58724188391554e-06	0.00035106421567544	6.08568714027234	"down"
"TC1900000229.mm.1"	"Gm25443"	-3.13803794637598	-3.60947317099919	-2.66660272175278	6.16141837672925	-15.9311958106814	1.61497785211722e-06	0.00035106421567544	6.06892882591119	"down"
"TC1600000929.mm.1"	"Gm23355"	-3.32495887311334	-3.82606827231396	-2.82384947391272	5.36415714279644	-15.8805647401712	1.64852548846982e-06	0.00035106421567544	6.0490219904304	"down"
"TC1800001059.mm.1"	"Gm22886"	-1.9226492200898	-2.21262246524677	-1.63267597493283	3.1097705543688	-15.8691746860246	1.65618221638035e-06	0.00035106421567544	6.04453274932074	"down"
"TC0500002529.mm.1"	"Gm23617"	-1.42452884679834	-1.64016073316024	-1.20889696043645	4.41483549793159	-15.811405603539	1.69565043643847e-06	0.00035106421567544	6.02170153285118	"down"
"TC0900001533.mm.1"	"Gm26303"	-2.27560159222638	-2.62007445689712	-1.93112872755565	3.61897880578392	-15.8107847385877	1.69608044070102e-06	0.00035106421567544	6.02145559097398	"down"
"TC0500002628.mm.1"	"Clock"	-1.41561949186283	-1.62991580451848	-1.20132317920718	3.68631310280562	-15.8104433768457	1.69631691743049e-06	0.00035106421567544	6.02132036294735	"down"
