""	"symbol"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"de"
"TC1800000901.mm.1"	"Cbln2"	0.556834306273263	0.357698283294176	0.75597032925235	3.1950130652578	6.692499821158	0.000358798314594404	0.00358471479051736	0.408530522956521	"up"
"TC1400002112.mm.1"	"Mcpt4"	0.701376977180955	0.450498176449063	0.952255777912848	2.3751635386381	6.69113441978491	0.000359227171847133	0.00358642881588021	0.407225761083195	"up"
"TC1800000505.mm.1"	"Tnfaip8"	0.598745135322684	0.384572726054106	0.812917544591263	2.47898320837242	6.69099475286792	0.000359271072373169	0.00358642881588021	0.407092284904897	"up"
"TC0100002364.mm.1"	"Hsfy2"	0.858404164896454	0.551347771396088	1.16546055839682	1.46506132889426	6.6909207362226	0.000359294339970936	0.00358642881588021	0.407021548140059	"up"
"TC0400001321.mm.1"	"Lao1"	0.734225897729105	0.471581134319375	0.996870661138835	2.46665083178646	6.69072478763178	0.00035935594588095	0.00358642881588021	0.406834279529181	"up"
"TC0600001958.mm.1"	"Grm8; Mir592"	0.624689255554271	0.401208270162686	0.848170240945857	2.27986385360116	6.69014718179265	0.00035953761380169	0.00358642881588021	0.40628223435656	"up"
"TC0800001467.mm.1"	"Gm27030; RP24-365B9.1"	0.807623575154012	0.518676389374708	1.09657076093332	3.56330712858243	6.68963977541714	0.000359697288477865	0.0035873651635716	0.405797250490732	"up"
"TC0900000847.mm.1"	"Pif1"	0.633193010311486	0.406625693053893	0.859760327569079	3.16840208017806	6.68884394078951	0.000359947889819778	0.00358791862255856	0.405036524540025	"up"
"TC0600000277.mm.1"	"Mest"	-0.757855752661561	-1.02904829097607	-0.486663214347052	3.52924305154655	-6.68838137938491	0.000360093637195403	0.00358791862255856	0.404594335828739	"down"
"TC1000003141.mm.1"	"Gm26308"	0.76546764874185	0.491524917380244	1.03941038010345	6.0629060885604	6.68773833694905	0.000360296362948437	0.00358791862255856	0.403979574186989	"up"
"TC1400000636.mm.1"	"Trav14d-1"	0.643692205437675	0.413329910385724	0.874054500489626	1.54745849643462	6.6877351724344	0.000360297360913796	0.00358791862255856	0.4039765487291	"up"
"TC0100000706.mm.1"	"Col4a3"	0.614052470652459	0.394286994255564	0.833817947049355	3.77821446584323	6.68741427387131	0.000360398576146021	0.00358791862255856	0.403669745280882	"up"
"TC0700003889.mm.1"	"Olfr624"	0.687148556670832	0.441222293509908	0.933074819831756	1.95044297017905	6.68740986405665	0.000360399967278383	0.00358791862255856	0.403665529079989	"up"
"TC0Y00000396.mm.1"	"LOC100862321"	0.625863472895823	0.401863064174175	0.849863881617472	1.69188176649899	6.68717992547082	0.000360472512767435	0.00358791862255856	0.403445682894654	"up"
"TC1100001416.mm.1"	"Gm11502"	0.683223835020019	0.438685678450943	0.927761991589094	2.93303729976427	6.68695789117261	0.000360542580151443	0.00358791862255856	0.403233388294814	"up"
"TC1700001981.mm.1"	"Tubb5"	-1.67061770372503	-2.26862862115907	-1.07260678629098	5.25412282302445	-6.68621257940524	0.000360777891048801	0.00358894999135663	0.402520728726762	"down"
"TC0400003869.mm.1"	"Gm13031"	0.958142407822487	0.615152761478218	1.30113205416676	2.85225766607536	6.68592138675546	0.000360869874049698	0.00358913916792229	0.402242275908362	"up"
"TC0700003027.mm.1"	"Syngr4"	0.546018604700704	0.350552949756031	0.741484259645377	3.96890591764334	6.68573556604031	0.000360928585657812	0.00358913916792229	0.40206457985022	"up"
"TC0900002429.mm.1"	"Gm23668"	0.845530535388304	0.542804836132076	1.14825623464453	3.75137851852227	6.68485849927626	0.000361205848281661	0.00359042718186702	0.401225807552513	"up"
"TC0100001928.mm.1"	"Gm26901"	0.560382485682955	0.359727942772488	0.761037028593423	2.36126899596012	6.68417435871282	0.000361422289575357	0.00359042718186702	0.400571476489707	"up"
"TC0200005014.mm.1"	"Mir5111"	-1.23023421307142	-1.67074708925598	-0.789721336886862	5.91259515081096	-6.68407642475536	0.000361453284919217	0.00359042718186702	0.400477805323685	"down"
"TC1300002282.mm.1"	"1700084F23Rik"	0.557719549577208	0.358000261071353	0.757438838083062	1.97962712180957	6.68356338784894	0.000361615706344263	0.00359100602693927	0.399987081449981	"up"
"TC1700000782.mm.1"	"Olfr122"	0.600415607684285	0.385404063528422	0.815427151840148	1.56898627269168	6.68347624089813	0.000361643304250222	0.00359100602693927	0.399903721691037	"up"
"TC1200001065.mm.1"	"AU015791"	0.572150267644378	0.367226338328138	0.777074196960619	2.6177243114136	6.68235654713252	0.000361998103822521	0.00359322007133665	0.398832609321696	"up"
"TC0800001011.mm.1"	"Gm27167; RP23-279M5.3"	0.57631087314345	0.369860794954378	0.782760951332522	1.83776613554381	6.68119235200954	0.000362367422644723	0.00359623114473957	0.397718773443761	"up"
"TC1700002345.mm.1"	"Slc25a41"	0.688106380533639	0.441528640676832	0.934684120390446	2.92259882467358	6.67903825568775	0.000363051894440689	0.0035992558969684	0.395657444871354	"up"
"TC1100002070.mm.1"	"Gm12589; RP23-342H16.1"	0.762368688826525	0.489174835329892	1.03556254232316	2.18237516914134	6.67892152449252	0.000363089027989398	0.0035992558969684	0.395545725533373	"up"
"TC1100000982.mm.1"	"Gm23226"	0.902272482824287	0.578928733258571	1.22561623239	4.72898928381368	6.67860035192602	0.000363191218908652	0.0035992558969684	0.395238334423733	"up"
"TC1700001878.mm.1"	"4931413I07Rik; RP23-27D5.4"	0.743354337596876	0.476956237306365	1.00975243788739	2.5392344297496	6.67846985518536	0.000363232749759997	0.0035992558969684	0.395113433881385	"up"
"TC0400003146.mm.1"	"Ccdc50-ps"	-1.03062324761202	-1.39999859373069	-0.661247901493356	1.67401477560486	-6.6779666057199	0.000363392960281411	0.0035992558969684	0.394631747311765	"down"
"TC0300000158.mm.1"	"1700125G22Rik"	0.688865557932259	0.441970414678815	0.935760701185704	2.37681727148288	6.6778112283105	0.000363442441169586	0.0035992558969684	0.394483021517408	"up"
"TC0500003159.mm.1"	"Tbx3os2"	0.643388222236158	0.412785175976631	0.873991268495686	3.63209704714912	6.67759814864859	0.000363510310098809	0.0035992558969684	0.394279059149328	"up"
"TC0200002596.mm.1"	"9230111E07Rik; Gm14321; RP24-151H6.4; RP24-151H6.3"	0.721478292383946	0.462872061779162	0.980084522988731	4.22860525650221	6.67723249400168	0.000363626809795339	0.0035992558969684	0.393929038019158	"up"
"TC0100002212.mm.1"	"Lyg1"	0.586328196906392	0.376160448220508	0.796495945592276	2.06704458334195	6.67708525825406	0.000363673731898941	0.0035992558969684	0.393788092968277	"up"
"TC0400004167.mm.1"	"Mir429"	0.799897048342055	0.513175337692985	1.08661875899113	3.17290638492398	6.67706691702465	0.000363679577488632	0.0035992558969684	0.393770535199177	"up"
"TC0200005020.mm.1"	"Gm14279"	-0.75933679171556	-1.03152312276739	-0.487150460663727	2.99734049271299	-6.67698414632728	0.000363705958915873	0.0035992558969684	0.393691299636503	"down"
"TC1000001856.mm.1"	"Hmgb1-ps8"	-1.22324281547256	-1.66173687835764	-0.784748752587471	4.18246713889745	-6.67668934588461	0.000363799937990623	0.0035992558969684	0.393409083704477	"down"
"TC0400003800.mm.1"	"Gm13002"	0.935842843109062	0.60036306168288	1.27132262453524	2.51677431662184	6.67649895884591	0.00036386064585598	0.0035992558969684	0.393226818632813	"up"
"TC0500001944.mm.1"	"Grm3"	0.623714979981241	0.400101287001679	0.847328672960803	1.91117143830445	6.67574892241456	0.000364099918257228	0.0035997044225313	0.39250873835308	"up"
"TC0800001223.mm.1"	"Ctcf"	-0.628894595708937	-0.854413185880217	-0.403376005537657	3.46908514243092	-6.67433080955216	0.000364552803674871	0.00360283385415734	0.391150868693725	"down"
"TC1700001937.mm.1"	"Gm10501; RP23-349B4.5"	0.609180137398787	0.390717649970774	0.8276426248268	1.76785479183873	6.67392118909622	0.000364683737870355	0.00360347458514855	0.390758606295769	"up"
"TC0100000893.mm.1"	"Espnl"	0.695403215023106	0.445974106564921	0.944832323481291	4.03729001805451	6.67270266843242	0.000365073549982423	0.00360667261756829	0.389591607299598	"up"
"TC1700000313.mm.1"	"Zscan10"	0.725122430253695	0.464993932027782	0.985250928479609	3.56100070721169	6.6716863236539	0.000365399045696793	0.003608580358173	0.388618104867168	"up"
"TC0300002532.mm.1"	"Gja8"	0.689941775115975	0.442406659766057	0.937476890465893	2.70209909003653	6.67095235146637	0.000365634312788306	0.00360874961705114	0.387914998029355	"up"
"TC0200003305.mm.1"	"9430097D07Rik"	0.834749841515516	0.535242656855313	1.13425702617572	2.75709315758412	6.67054493451979	0.000365764980044039	0.00360874961705114	0.387524687170366	"up"
"TC0400003827.mm.1"	"Gm22961"	0.814473621806721	0.522232297383544	1.1067149462299	1.45531070463962	6.6703344452703	0.000365832509124818	0.00360874961705114	0.387323028169355	"up"
"TC0700003088.mm.1"	"1700015G11Rik"	0.768847408288748	0.492944926558698	1.0447498900188	1.76001206941087	6.66955351172392	0.000366083171298075	0.00360874961705114	0.386574810982694	"up"
"TC1900000896.mm.1"	"Gstp1"	-0.743251611910772	-1.00997055711563	-0.476532666705914	4.58854204151468	-6.66951430459936	0.000366095761032452	0.00360874961705114	0.386537244543992	"down"
"TC0600000419.mm.1"	"Trbv2"	0.627908736757423	0.402573240334943	0.853244233179904	1.86483332228882	6.66928273728833	0.000366170129224475	0.00360874961705114	0.386315363928252	"up"
"TC0X00002263.mm.1"	"Gm14633"	-2.5992998305582	-3.53210566767808	-1.66649399343832	4.43681706037339	-6.66925521426977	0.000366178969420775	0.00360874961705114	0.386288991814286	"down"
"TC1500000685.mm.1"	"Gm10856"	0.750972207059879	0.481456885100921	1.02048752901884	2.70959389609945	6.66887562815523	0.00036630091441164	0.00360874961705114	0.385925269590639	"up"
"TC0100000270.mm.1"	"Gm23409"	0.695231781359339	0.445712450256534	0.944751112462143	2.38867336981942	6.66864552662895	0.000366374858700815	0.00360874961705114	0.38570477651609	"up"
"TC0X00000224.mm.1"	"Gm1848"	-0.742120483825262	-1.00848036132359	-0.475760606326929	5.13351764139812	-6.66834139672301	0.000366472618317487	0.00360874961705114	0.385413336928653	"down"
"TC0800000148.mm.1"	"Arhgef10"	-0.914485910988085	-1.24271423859292	-0.586257583383253	4.42801208459711	-6.66826994408672	0.000366495590360723	0.00360874961705114	0.385344864223068	"down"
"TC0500001187.mm.1"	"1700095B10Rik"	0.643120714107195	0.412285622180037	0.873955806034352	2.20487016865309	6.66811190837346	0.000366546404679426	0.00360874961705114	0.385193417294458	"up"
"TC0400003263.mm.1"	"Gm23743"	0.670955559406563	0.430122825711518	0.911788293101608	3.06071746573457	6.66792112535747	0.000366607759093613	0.00360874961705114	0.385010584517428	"up"
"TC1100001883.mm.1"	"Gm11698"	0.688857525182645	0.441536913358484	0.936178137006806	1.77404415236537	6.66624557583773	0.000367147103282023	0.00361340624450555	0.383404677512627	"up"
"TC1900000149.mm.1"	"Slc22a6"	0.616699475343474	0.395274739699432	0.838124210987517	3.1012445092394	6.66591325339424	0.000367254181592261	0.00361380766341525	0.383086129224242	"up"
"TC1200000739.mm.1"	"2310002D06Rik"	0.621367511188004	0.398243668404087	0.844491353971922	1.9530834999204	6.66522438542049	0.000367476255817831	0.00361422116644871	0.382425772978872	"up"
"TC0700001950.mm.1"	"Fank1"	0.669380588328128	0.429013855454565	0.909747321201692	2.17423161651664	6.66516595048053	0.000367495100811264	0.00361422116644871	0.382369754097736	"up"
"TC0800000014.mm.1"	"Gm22204"	0.912246264222546	0.584654159815475	1.23983836862962	1.80880343431091	6.66485769880997	0.00036759452863795	0.00361454692174769	0.382074240920123	"up"
"TC1600000188.mm.1"	"Gm21897"	-3.51174056085456	-4.77290127547625	-2.25057984623288	7.29144849246364	-6.66444830274366	0.000367726628091612	0.00361519376082707	0.381681746183778	"down"
"TC1900000428.mm.1"	"Cdc37l1"	-0.888750971530715	-1.20794058339316	-0.569561359668274	2.8103143458689	-6.6641314267696	0.000367828911073445	0.00361554728782145	0.381377938700262	"down"
"TC1300001034.mm.1"	"Ankrd34b"	0.565570522657534	0.362435050048348	0.76870599526672	3.9416020275646	6.66366584391096	0.000367979252926408	0.00361610105091064	0.3809315362276	"up"
"TC0700000522.mm.1"	"Rasgrp4"	0.593619982350233	0.380357860699612	0.806882104000854	3.51322683608366	6.66203637712682	0.000368505973884075	0.00361987150095392	0.37936900074707	"up"
"TC1100002879.mm.1"	"Gm12628"	-0.851007136971382	-1.15674521184409	-0.545269062098677	1.75065826174147	-6.66186594505254	0.000368561114908917	0.00361987150095392	0.379205551563077	"down"
"TC0500002643.mm.1"	"1700112J05Rik"	0.81467789280533	0.521976015512775	1.10737977009788	2.15801953020459	6.66150927836736	0.000368676539892533	0.00361987150095392	0.378863487262007	"up"
"TC0X00000920.mm.1"	"Rpl17-ps8"	-2.01142092701274	-2.73412816026068	-1.2887136937648	4.2972181669236	-6.66120464847084	0.000368775157063298	0.00361987150095392	0.378571317667592	"down"
"TC0400002418.mm.1"	"Gm12372"	-1.30655501533296	-1.77610255148092	-0.837007479185008	2.34600334692017	-6.65978714686805	0.000369234434762767	0.00362160661028988	0.377211655303523	"down"
"TC0600000926.mm.1"	"Slc4a5"	0.590963763440939	0.378582245889496	0.803345280992383	3.49880156517366	6.65972575793888	0.000369254339712502	0.00362160661028988	0.377152766024227	"up"
"TC0200005506.mm.1"	"A730017L22Rik"	-0.69652819962389	-0.94690202484704	-0.44615437440074	3.39928738604414	-6.6582790561226	0.000369723774958162	0.00362441086826492	0.375764845372182	"down"
"TC1500002326.mm.1"	"Gm22852"	-3.20121345808187	-4.35194685668834	-2.0504800594754	7.4813060160857	-6.65812783794162	0.000369772882213056	0.00362441086826492	0.375619757403837	"down"
"TC0200003163.mm.1"	"Ccdc183"	0.702509501044014	0.449968691221469	0.95505031086656	2.45935097199464	6.65783222674617	0.000369868901618345	0.00362448917900817	0.37533612231915	"up"
"TC0600001285.mm.1"	"D830050J10Rik"	0.791218070736244	0.506756274497854	1.07567986697463	4.48884253353568	6.65709053234244	0.000370109940521261	0.00362608220444147	0.374624431771796	"up"
"TC0600002169.mm.1"	"Epha1"	0.522840648160022	0.334816429949842	0.710864866370201	3.33803621769907	6.65530198433276	0.000370691922090982	0.00362855515867207	0.372907974648027	"up"
"TC0200003423.mm.1"	"Nr5a1"	0.666086464444791	0.426538113797077	0.905634815092504	3.79496193071143	6.65502416924588	0.000370782414199378	0.00362855515867207	0.372641324262126	"up"
"TC0900000519.mm.1"	"Treh"	0.524003226628283	0.3355246779239	0.712481775332666	2.68487992046933	6.65402220461995	0.000371108989799164	0.00362910696914073	0.37167955200387	"up"
"TC1500002220.mm.1"	"Gm16537; RP24-258K6.2"	0.619254523054815	0.39651036670949	0.841998679400141	4.51644344273651	6.65388179962669	0.000371154778746259	0.00362910696914073	0.371544769883773	"up"
"TC1900000684.mm.1"	"Elovl3"	0.714056766735792	0.457181240317291	0.970932293154292	2.35676341120635	6.65307200019038	0.000371418995812659	0.00363053053878013	0.370767356433721	"up"
"TC0Y00000302.mm.1"	"Gm21539"	0.82568597443336	0.528617222761361	1.12275472610536	2.53310028035175	6.65227431830052	0.000371679467442857	0.00363053053878013	0.370001501787598	"up"
"TC1900000142.mm.1"	"Hrasls5"	0.715048604826031	0.457775464056631	0.972321745595432	2.44046369679181	6.65201666881582	0.00037176364338512	0.00363053053878013	0.369754116711094	"up"
"TC0500000050.mm.1"	"Abcb1a"	-1.17367473436187	-1.59597492364571	-0.751374545078028	3.41409335020427	-6.65179250051813	0.000371836898341137	0.00363053053878013	0.36953887273096	"down"
"TC0200001484.mm.1"	"Gm17076"	0.974049826993477	0.6235586635127	1.32454099047426	1.71508820890593	6.65144974388186	0.000371948937849624	0.00363053053878013	0.369209750271611	"up"
"TC1700002006.mm.1"	"H2-T3"	0.578952870718011	0.370626361126335	0.787279380309686	2.3439843612059	6.65136663804813	0.000371976109051922	0.00363053053878013	0.369129948175983	"up"
"TC0600002709.mm.1"	"Vmn1r49"	0.675338206297443	0.432317843676645	0.918358568918241	2.01620330808061	6.65106005149728	0.000372076366040832	0.00363053053878013	0.368835542568835	"up"
"TC1100000807.mm.1"	"Lrrc75aos1; RP23-234K24.11"	0.839618542002807	0.537470208916639	1.14176687508898	2.91127160799656	6.65080220119906	0.000372160709453642	0.00363053053878013	0.368587928464899	"up"
"TC1600001241.mm.1"	"Gm15806"	0.655291797881095	0.419471121644484	0.891112474117707	2.57865462690543	6.65066488721784	0.000372205633998678	0.00363053053878013	0.368456062464277	"up"
"TC1900001570.mm.1"	"Pdzd7"	0.580498701635892	0.371571565824852	0.789425837446933	3.61559705786395	6.64995361116977	0.000372438438039671	0.00363053053878013	0.367772971634761	"up"
"TC1400000355.mm.1"	"Lrrc18"	0.632968310243194	0.405145821061135	0.860790799425253	1.89257795475817	6.64963164664045	0.000372543872762277	0.00363053053878013	0.367463746117982	"up"
"TC1100003295.mm.1"	"Foxn1"	0.69671500047658	0.445945921194287	0.947484079758874	3.69467551872189	6.64956735277825	0.000372564931320215	0.00363053053878013	0.367401994702981	"up"
"TC0100003820.mm.1"	"1700034H15Rik"	0.536842630129898	0.343611937442236	0.73007332281756	2.85229655671254	6.64940978680318	0.000372616545556643	0.00363053053878013	0.367250657520922	"up"
"TC1500002124.mm.1"	"Dbx2"	0.684939745711443	0.438382130134936	0.931497361287951	2.81376342680269	6.64884426107759	0.000372801862755991	0.00363168705258758	0.366707464125325	"up"
"TC0300002621.mm.1"	"Gm22826"	0.660459342505404	0.422695701379676	0.898222983631132	3.11151656638228	6.64833444436524	0.000372969014098374	0.00363266622021776	0.366217748105547	"up"
"TC1100003576.mm.1"	"AA623943"	0.641101441385196	0.410273489659497	0.871929393110896	2.55940707424512	6.64738096380375	0.00037328185532267	0.00363484459576394	0.365301779975172	"up"
"TC1500002278.mm.1"	"Krt4"	0.571795621460077	0.365916995856747	0.777674247063408	2.07311057489675	6.64724641787722	0.000373326024354887	0.00363484459576394	0.365172518968364	"up"
"TC1000000109.mm.1"	"Gm10335"	-1.76493776177742	-2.40044164688102	-1.12943387667381	3.82833861476031	-6.64696510491516	0.000373418393512008	0.00363509469712743	0.364902249117118	"down"
"TC1700000665.mm.1"	"Ly6g6e"	0.626272691927273	0.400743747684731	0.851801636169814	3.6410580683057	6.64619993426691	0.000373669768348723	0.00363624308314214	0.364167069366308	"up"
"TC1100003944.mm.1"	"Gm19650"	-1.67489331894226	-2.27806641137379	-1.07172022651073	2.9371042891874	-6.64595512319537	0.000373750234442012	0.0036363769909641	0.363931839365507	"down"
"TC0300002664.mm.1"	"Wnt2b"	0.597601455878991	0.382376024915021	0.812826886842962	3.93903035282787	6.64553996805899	0.000373886735173993	0.0036370559388428	0.363532916127316	"up"
"TC0200004165.mm.1"	"Accsl"	0.615864314618153	0.394034430382379	0.837694198853928	1.59699851028299	6.64472789814222	0.000374153902514343	0.00363879273750577	0.362752539150694	"up"
"TC0600002782.mm.1"	"AY512915"	0.710561379945138	0.454617044496462	0.966505715393814	1.61941267226702	6.64459156644513	0.000374198776212667	0.00363879273750577	0.362621520634103	"up"
"TC1900000444.mm.1"	"Mlana"	0.756331555653004	0.483889262204375	1.02877384910163	2.49123293301131	6.64431029878075	0.000374291374966048	0.003639044054735	0.362351207860269	"up"
"TC1900001117.mm.1"	"Zp1"	0.788688523262714	0.504568422317756	1.07280862420767	2.77244294766515	6.6437881311125	0.000374463351451444	0.00363941792494634	0.361849353433318	"up"
"TC0200000986.mm.1"	"Gm13596; RP23-143P18.1"	0.745179640498236	0.476696051420782	1.01366322957569	2.16959012904488	6.64286535146614	0.000374767488705578	0.00364091484528256	0.360962394335274	"up"
"TC0200004455.mm.1"	"Pla2g4e"	0.643058907569131	0.411363468623837	0.874754346514426	3.01951242246478	6.64271297542417	0.000374817736943276	0.00364091484528256	0.360815923754319	"up"
"TC0800003119.mm.1"	"n-R5s115"	0.791073428428006	0.506002391419388	1.07614446543662	5.62344744311483	6.6416489236105	0.000375168836326822	0.00364264495896395	0.359793035199471	"up"
"TC0400004218.mm.1"	"Ccdc24"	0.603825364443194	0.386205771241322	0.821444957645066	3.83181410851135	6.64087906654424	0.000375423094019507	0.00364309761047004	0.359052878580031	"up"
"TC0200005472.mm.1"	"Eng"	-0.66998190843554	-0.91147783024071	-0.42848598663037	4.63891406067158	-6.63996038091277	0.000375726760069909	0.00364454957267812	0.358169545217295	"down"
"TC0700004546.mm.1"	"Gm16982"	0.62322370921539	0.398564765135079	0.8478826532957	4.1547523558905	6.63945553968834	0.00037589375070588	0.00364552071268107	0.357684089332271	"up"
"TC0600001559.mm.1"	"Prp2"	0.745363521985547	0.476644279257595	1.0140827647135	4.4882532286718	6.63867764752325	0.000376151225234526	0.00364689490633497	0.356936009541552	"up"
"TC0200004386.mm.1"	"2810405F15Rik; 2700033N17Rik"	0.735912704589868	0.47059477286852	1.00123063631122	3.48310154472849	6.63852982884718	0.000376200174309641	0.00364689490633497	0.356793848021828	"up"
"TC0500001851.mm.1"	"Wdr95"	0.560118602230413	0.358161780861637	0.762075423599188	2.06488916495169	6.63794551433966	0.000376393736396196	0.00364689490633497	0.356231870975156	"up"
"TC0100003119.mm.1"	"Lgr6"	0.575531072762741	0.368008838441791	0.783053307083691	3.43212704353769	6.63768066564678	0.000376481508240817	0.00364689490633497	0.355977134013698	"up"
"TC0X00001285.mm.1"	"Armcx4"	0.581211358266684	0.371638175144941	0.790784541388426	2.1683770691744	6.6375926578383	0.00037651067948569	0.00364689490633497	0.355892484479841	"up"
"TC1600001192.mm.1"	"Gm1600"	0.828540554898128	0.529777273516255	1.12730383628	3.14653582377551	6.63741180939242	0.000376570631906658	0.00364689490633497	0.355718534180159	"up"
"TC1500002295.mm.1"	"Npff; Atf7"	-0.631770961588221	-0.859599540146563	-0.403942383029879	3.9490795188554	-6.63687553798927	0.000376748472867192	0.00364710783539075	0.355202695616989	"down"
"TC1300001135.mm.1"	"Serf1"	0.661808209753026	0.42313975499113	0.900476664514922	3.38481352630759	6.63665653896463	0.000376821125741991	0.00364710783539075	0.354992031234959	"up"
"TC0700003089.mm.1"	"Gm22211"	0.71838785843907	0.459302566469221	0.97747315040892	3.54432232125109	6.6363370950486	0.00037692712962893	0.00364710783539075	0.354684734712349	"up"
"TC1600001215.mm.1"	"Mir1945"	0.953136733544996	0.609372523237293	1.2969009438527	4.88584940443537	6.6360058653183	0.000377037080157615	0.00364752429240678	0.354366088056904	"up"
"TC1700000419.mm.1"	"Crebrf"	-0.611840983204725	-0.832542319806401	-0.391139646603049	2.55803579321677	-6.63507466563126	0.00037734638315002	0.00364922134664541	0.353470195527856	"down"
"TC1200000239.mm.1"	"Tssc1"	0.680636985070927	0.435103122730343	0.926170847411512	4.25628100779828	6.63462472090743	0.00037749593763605	0.00364978675535076	0.353037274775208	"up"
"TC0500002233.mm.1"	"Gm15513; AC104889.1"	0.719421791828655	0.459891611117255	0.978951972540056	3.15764038280571	6.63449594889242	0.000377538751759601	0.00364978675535076	0.352913370617576	"up"
"TC1100003489.mm.1"	"Olfr462; Olfr463"	0.960574570172418	0.614016013806736	1.3071331265381	2.52642615579604	6.63386566534677	0.000377748387767653	0.00365116588843366	0.35230688539343	"up"
"TC1100003680.mm.1"	"Ikzf3"	0.595158587008876	0.380394980065441	0.809922193952311	2.35747372267622	6.63260644065863	0.000378167608043214	0.00365456993172625	0.351095068670269	"up"
"TC0300000244.mm.1"	"Sox2"	-1.01201909072051	-1.37723784086436	-0.64680034057666	4.01056487963107	-6.63205093214868	0.000378352714984395	0.00365494087908116	0.350560415768189	"down"
"TC0100000777.mm.1"	"Spata3"	0.721286467101857	0.460977467605843	0.98159546659787	2.00105715899017	6.63179074909613	0.000378439448636052	0.00365494087908116	0.35030998852759	"up"
"TC1500001197.mm.1"	"Il7r"	0.633309054290831	0.404707782996574	0.861910325585088	1.82139665706193	6.63054564977971	0.0003788548220074	0.00365734906460593	0.349111466661647	"up"
"TC1700002780.mm.1"	"H2-DMb1"	0.536153022573469	0.342615001905788	0.72969104324115	2.70614253195216	6.63032286676638	0.0003789291983173	0.00365734906460593	0.348896998679503	"up"
"TC0500002645.mm.1"	"Gm20558"	0.610832865038663	0.390331470746197	0.831334259331128	1.77512579847469	6.63014870678019	0.000378987353297569	0.00365734906460593	0.348729334933722	"up"
"TC1700000937.mm.1"	"Trem2"	0.6727838742518	0.429904170994575	0.915663577509025	2.62662507771073	6.62974101530409	0.000379123527925647	0.00365734906460593	0.348336836754674	"up"
"TC0200000541.mm.1"	"4930527E20Rik; RP23-221O14.2"	0.553088725383634	0.353406450571275	0.752771000195992	1.7849924097273	6.62929741536114	0.000379271759407684	0.00365742113571157	0.347909746381823	"up"
"TC1100000358.mm.1"	"Gm12119; RP23-417K16.1"	0.809559779771434	0.51728313203756	1.10183642750531	1.97628681420369	6.62929002828983	0.000379274228395519	0.00365742113571157	0.347902634043655	"up"
"TC0400001075.mm.1"	"Gm12715"	-2.58713048849719	-3.52120937407412	-1.65305160292025	6.14143347467265	-6.62898433048065	0.000379376418021585	0.00365742113571157	0.347608299910302	"down"
"TC0X00000572.mm.1"	"Gm14656"	0.846311722987721	0.540748856249298	1.15187458972614	1.64696121840387	6.62890804243792	0.000379401924688134	0.00365742113571157	0.347534846024451	"up"
"TC0900001693.mm.1"	"Gm23992"	-3.93960643794721	-5.36218280501011	-2.51703007088431	7.32261464743902	-6.6281062629188	0.000379670114593258	0.00365894910561468	0.346762812340346	"down"
"TC1100002690.mm.1"	"BC049762"	0.804427761290364	0.513938158439752	1.09491736414098	3.41505744365542	6.62778895118237	0.000379776312521719	0.00365908905988141	0.346457252183407	"up"
"TC0400000465.mm.1"	"Gm12455"	0.950583457808371	0.607244434073395	1.29392248154335	2.60087464056526	6.62642517076197	0.000380233125710995	0.00366284301378498	0.345143846010362	"up"
"TC1800000867.mm.1"	"Gm17383"	-2.87619285247797	-3.91540825169343	-1.83697745326252	6.37578558812843	-6.62406587465384	0.000381024867378514	0.00366722980583904	0.342871185664228	"down"
"TC1100001171.mm.1"	"Nos2"	0.569310298264181	0.363598545186054	0.775022051342309	2.31245370690773	6.62372278552178	0.000381140157903077	0.00366769189195557	0.342540641265205	"up"
"TC1100002052.mm.1"	"Slc16a3"	0.565858895217382	0.361382820713576	0.770334969721188	3.6371095512286	6.62335238878151	0.000381264669116454	0.00366824252951189	0.342183772383361	"up"
"TC0400001736.mm.1"	"Pla2g2e"	0.615575891035664	0.393122813584633	0.838028968486695	4.08406084560142	6.62300980138069	0.000381379873034256	0.00366837080527185	0.341853682981111	"up"
"TC1900000373.mm.1"	"Klf9"	-1.46045685249224	-1.98824711965687	-0.932666585327605	5.03098498546471	-6.62276838763753	0.00038146107834786	0.00366837080527185	0.341621068109514	"down"
"TC1000003150.mm.1"	"Zc3h10"	0.539739647242373	0.344675110858413	0.734804183626333	3.86835393491337	6.62244278077744	0.000381570635043727	0.00366837080527185	0.3413073180034	"up"
"TC0900000674.mm.1"	"Tmem266"	0.600668844839233	0.383582951922594	0.817754737755871	2.51869971183571	6.62240471311716	0.000381583445966198	0.00366837080527185	0.341270635746898	"up"
"TC1700000902.mm.1"	"2310039H08Rik"	0.673667567483839	0.430186625195077	0.9171485097726	4.34941087685202	6.62205646047065	0.000381700666149897	0.00366837080527185	0.340935049309632	"up"
"TC1100000590.mm.1"	"A630014C17Rik"	0.829411997717565	0.529625652840056	1.12919834259507	2.35992533799343	6.62171797502449	0.000381814637805446	0.00366837080527185	0.340608861325479	"up"
"TC0100002993.mm.1"	"Actr3"	-0.666436679763264	-0.90732846414632	-0.425544895380208	4.65099526016959	-6.62138921325437	0.000381925372275445	0.00366837080527185	0.340292031000804	"down"
