""	"symbol"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"de"
"TC0300002295.mm.1"	"Bcan"	-1.56781122439843	-1.97234906741802	-1.16327338137883	5.75711273036529	-9.27570287183722	5.00055483756244e-05	0.00176779348403671	2.54312413549355	"down"
"TC0600002923.mm.1"	"Prrt3"	0.948825340980898	0.703904173326701	1.1937465086351	4.26733571985464	9.27197319730599	5.01301962850228e-05	0.00176880098400112	2.54045921556546	"up"
"TC1700001023.mm.1"	"Crb3"	0.812549690486354	0.602725621246993	1.02237375972572	4.17911769252308	9.2684441543933	5.02484655672744e-05	0.00177068186938228	2.53793669049454	"up"
"TC0100001129.mm.1"	"R3hdm1"	-1.25333680404687	-1.57703308646659	-0.929640521627151	3.59633330123729	-9.26706682591898	5.02947105290152e-05	0.00177116656962451	2.53695193629946	"down"
"TC0100000467.mm.1"	"Nbeal1"	-0.924508627200167	-1.16345641106006	-0.685560843340274	2.6561338270249	-9.26019591084126	5.05261340558136e-05	0.00177612856041915	2.53203728360479	"down"
"TC1100003585.mm.1"	"Dlx4"	0.926858697336613	0.68723130976588	1.16648608490735	3.78740854281792	9.25740555600429	5.0620464521505e-05	0.00177612856041915	2.53004037657306	"up"
"TC1500001863.mm.1"	"Sox10"	-1.39616190881669	-1.75712666843295	-1.03519714920043	5.64405574962896	-9.25727561585072	5.06248621609887e-05	0.00177612856041915	2.52994737113386	"down"
"TC0X00002648.mm.1"	"Maged1"	-1.49621644749119	-1.88328671206833	-1.10914618291404	4.53396918038903	-9.25159960206255	5.08173849373162e-05	0.00178037205814451	2.52588349207474	"down"
"TC0700001275.mm.1"	"Picalm"	-2.20384485072381	-2.77413886483211	-1.6335508366155	4.44470005506004	-9.24899229389564	5.09061013009043e-05	0.00178233475036448	2.5240159149269	"down"
"TC0500003369.mm.1"	"Gtf2i"	-0.804354960488138	-1.01257402930621	-0.596135891670065	4.32930974739778	-9.24569277409254	5.10186243667444e-05	0.0017828392876466	2.52165178343008	"down"
"TC0200000409.mm.1"	"Grin1os"	0.841773661157909	0.623384866539225	1.06016245577659	4.46666591088471	9.2252298382932	5.1722841066552e-05	0.00179385355330591	2.50697161408608	"up"
"TC1700002808.mm.1"	"Hnrnpm"	-1.33187303765464	-1.67751376214125	-0.986232313168031	4.00807072358456	-9.22253121838874	5.18165373621096e-05	0.00179385355330591	2.50503325846855	"down"
"TC0100002381.mm.1"	"Clk1"	-1.73771370148775	-2.1891076947927	-1.2863197081828	3.03525011132785	-9.21371264388355	5.21240723327039e-05	0.00179727493937067	2.49869524452996	"down"
"TC0800001301.mm.1"	"Ap1g1"	-1.26441238745256	-1.59295200649894	-0.935872768406168	3.83264848358505	-9.21113624900919	5.22143131391786e-05	0.00179924846173779	2.49684244881258	"down"
