""	"symbol"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"de"
"TC0900001381.mm.1"	"Mon1a"	0.284078702654172	0.0518592021299604	0.516298203178384	3.7507162669323	2.92787278537825	0.0235833694897641	0.0421019060900249	-4.13445970793967	"no_sig"
"TC0600001949.mm.1"	"Tmem229a"	-0.536271221172393	-0.974773823956648	-0.0977686183881393	4.87317744914557	-2.92701217825608	0.0236113336311916	0.0421463078444917	-4.13570898175762	"down"
"TC1500001798.mm.1"	"Mb"	0.456450988468843	0.0831887174284335	0.829713259509252	3.56935704035443	2.92679477722737	0.0236184033414527	0.0421561665822785	-4.13602457347652	"no_sig"
"TC0400001430.mm.1"	"Yrdc"	0.27926465722604	0.0508482179044448	0.507681096547636	3.81488702003118	2.92617861922001	0.023638452573391	0.0421850461120842	-4.13691904152056	"no_sig"
"TC0500000215.mm.1"	"Slc4a2"	0.254626715876432	0.0463491516457926	0.462904280107071	4.71613717931356	2.92599575816351	0.0236444061981915	0.0421941546483572	-4.13718450349383	"no_sig"
"TC0300001843.mm.1"	"Mccc1"	-0.263321467989844	-0.478734242628139	-0.0479086933515483	2.56944814934706	-2.92568137137157	0.0236546457979732	0.0422056544702881	-4.13764090869501	"no_sig"
"TC1500001759.mm.1"	"Fam83h"	0.370669020596371	0.0673581644487087	0.673979876744034	3.39315494974382	2.92489681236313	0.0236802195538567	0.0422419394115135	-4.13877990780963	"no_sig"
"TC1000003117.mm.1"	"Shmt2"	0.351267944574007	0.0638320283223195	0.638703860825695	3.97844072879671	2.92489108698234	0.0236804062885837	0.0422419394115135	-4.13878821990272	"no_sig"
"TC0400000353.mm.1"	"Chmp5"	-0.416049455983518	-0.756537596974135	-0.0755613149929004	2.92801452561798	-2.92452394642532	0.0236923839464749	0.0422591571003544	-4.13932123839175	"no_sig"
"TC0800002592.mm.1"	"Rad23a"	0.268175115496186	0.0486931062113466	0.487657124781026	4.24831648543297	2.92436624645073	0.0236975307597713	0.0422669543200554	-4.13955019174402	"no_sig"
"TC0100002781.mm.1"	"Gbx2"	0.338627265611824	0.0614685815275638	0.615785949696085	2.34187881176429	2.92419039747385	0.0237032713022044	0.0422743512828161	-4.13980549638237	"no_sig"
"TC1200000622.mm.1"	"Lrrc9"	0.312314322377394	0.0565959652686612	0.568032679486126	1.67035473990054	2.92309014621328	0.0237392223605108	0.042327466728622	-4.14140293441009	"no_sig"
"TC0600001051.mm.1"	"Txnrd3"	0.375485218279823	0.0680189866363579	0.682951449923289	2.35545339364081	2.92285743857789	0.0237468335966296	0.0423382681412436	-4.14174080986152	"no_sig"
"TC0X00000319.mm.1"	"Lonrf3"	0.295834469960603	0.0534740186277685	0.538194921293438	1.64312619428519	2.92145523868472	0.0237927508199115	0.0424158745024936	-4.14377678703487	"no_sig"
"TC0300002561.mm.1"	"Hsd3b6"	0.410476456281143	0.0741003046150109	0.746852607947275	2.37394759533749	2.92062143475561	0.0238200998685879	0.0424517350922778	-4.14498752477296	"no_sig"
"TC1700001661.mm.1"	"Cacna1h"	0.257387889986161	0.0464572957192602	0.468318484253061	3.83728485558837	2.92052378154015	0.0238233051169574	0.0424537823263644	-4.14512932676271	"no_sig"
"TC0700004132.mm.1"	"Rras2"	0.285026352271087	0.0514390861398949	0.518613618402279	3.06470906717364	2.92043849676167	0.0238261047749022	0.0424573834891153	-4.1452531691153	"no_sig"
