Gene name	Gene type	ILLUMINA HumanHT 12 V3 probe
NOTCH2	protein_coding	ILMN_1777845
NOTCH2	protein_coding	ILMN_2405297
NOTCH2	protein_coding	ILMN_1656254
NOTCH2	protein_coding	ILMN_1685445
NOTCH2	protein_coding	ILMN_1685445
NOTCH2	protein_coding	ILMN_1685445
SEC22B	protein_coding	ILMN_1784238
SEC22B	protein_coding	ILMN_1784238
NBPF8	transcribed_unprocessed_pseudogene	ILMN_2204664
NBPF8	transcribed_unprocessed_pseudogene	ILMN_1698067
NBPF8	transcribed_unprocessed_pseudogene	ILMN_1673883
NBPF8	transcribed_unprocessed_pseudogene	ILMN_1776838
NBPF8	transcribed_unprocessed_pseudogene	ILMN_2204664
NBPF8	transcribed_unprocessed_pseudogene	ILMN_1776838
AC241952.1	transcribed_unprocessed_pseudogene	ILMN_1659430
AC241952.1	transcribed_unprocessed_pseudogene	ILMN_1772646
NBPF26	protein_coding	ILMN_1698067
NBPF26	protein_coding	ILMN_1673883
NBPF26	protein_coding	ILMN_2204664
NBPF26	protein_coding	ILMN_2204664
NBPF26	protein_coding	ILMN_2204664
NBPF26	protein_coding	ILMN_2204664
PPIAL4A	protein_coding	ILMN_1776260
AC241377.3	TEC	ILMN_1704014
AC241377.3	TEC	ILMN_1704014
AC241377.4	transcribed_unprocessed_pseudogene	ILMN_1733174
AC241377.4	transcribed_unprocessed_pseudogene	ILMN_1812250
FCGR1B	protein_coding	ILMN_1654389
FCGR1B	protein_coding	ILMN_2391051
FCGR1B	protein_coding	ILMN_1654389
FCGR1B	protein_coding	ILMN_1654389
AC244453.3	lncRNA	ILMN_1670093
H2BP1	transcribed_unprocessed_pseudogene	ILMN_1670093
H3P4	unprocessed_pseudogene	ILMN_1664706
FAM72B	protein_coding	ILMN_1723433
FAM72B	protein_coding	ILMN_1701882
FAM72B	protein_coding	ILMN_1723433
FAM72B	protein_coding	ILMN_1701882
FAM72B	protein_coding	ILMN_1701882
FAM72B	protein_coding	ILMN_1701882
SRGAP2C	protein_coding	ILMN_1755910
AC243994.1	processed_pseudogene	ILMN_1687724
EMBP1	transcribed_unprocessed_pseudogene	ILMN_1774779
EMBP1	transcribed_unprocessed_pseudogene	ILMN_1774779
AC239859.5	unprocessed_pseudogene	ILMN_2355225
AC239859.4	unprocessed_pseudogene	ILMN_1796206
AC239859.4	unprocessed_pseudogene	ILMN_1702018
AC239859.2	processed_pseudogene	ILMN_1705759
LINC02591	lncRNA	ILMN_1763882
LINC02591	lncRNA	ILMN_2199554
FCGR1CP	unprocessed_pseudogene	ILMN_2261600
FCGR1CP	unprocessed_pseudogene	ILMN_2176063
FCGR1CP	unprocessed_pseudogene	ILMN_1654389
H2BP2	transcribed_unprocessed_pseudogene	ILMN_1670093
H3-2	protein_coding	ILMN_1664706
H3-2	protein_coding	ILMN_1670093
H3-2	protein_coding	ILMN_1824151
H3-2	protein_coding	ILMN_1664706
H3-2	protein_coding	ILMN_1664706
FAM72C	protein_coding	ILMN_1701882
FAM72C	protein_coding	ILMN_1701882
LINC02802	lncRNA	ILMN_2355225
AC245595.1	transcribed_unprocessed_pseudogene	ILMN_1796206
AC245595.1	transcribed_unprocessed_pseudogene	ILMN_1702018
PPIAL4E	protein_coding	ILMN_1745276
NBPF15	protein_coding	ILMN_1673883
PPIAL4F	protein_coding	ILMN_1745276
FP700107.1	unprocessed_pseudogene	ILMN_1796206
FP700107.1	unprocessed_pseudogene	ILMN_1702018
SRGAP2B	protein_coding	ILMN_1755910
SRGAP2B	protein_coding	ILMN_1755910
AC242498.1	processed_pseudogene	ILMN_1687724
FAM72D	protein_coding	ILMN_1719870
FAM72D	protein_coding	ILMN_1701882
LINC01145	transcribed_unprocessed_pseudogene	ILMN_2199554
LINC01145	transcribed_unprocessed_pseudogene	ILMN_2199554
LINC01145	transcribed_unprocessed_pseudogene	ILMN_1763882
LINC01145	transcribed_unprocessed_pseudogene	ILMN_2199554
NBPF20	protein_coding	ILMN_1673883
NBPF25P	transcribed_unprocessed_pseudogene	ILMN_1655564
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1689869
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1804539
GPR89A	protein_coding	ILMN_1696510
GPR89A	protein_coding	ILMN_1696510
CD160	protein_coding	ILMN_1742001
CD160	protein_coding	ILMN_1742001
CD160	protein_coding	ILMN_1742001
CD160	protein_coding	ILMN_1742001
RNF115	protein_coding	ILMN_1811997
RNF115	protein_coding	ILMN_1811997
POLR3C	protein_coding	ILMN_1795678
POLR3C	protein_coding	ILMN_1795678
PIAS3	protein_coding	ILMN_1814966
PIAS3	protein_coding	ILMN_1814966
PIAS3	protein_coding	ILMN_1814966
PIAS3	protein_coding	ILMN_1814966
ANKRD35	protein_coding	ILMN_1798006
ANKRD35	protein_coding	ILMN_2145153
ANKRD35	protein_coding	ILMN_1798006
ANKRD35	protein_coding	ILMN_2145153
ITGA10	protein_coding	ILMN_1700144
ITGA10	protein_coding	ILMN_1700144
PEX11B	protein_coding	ILMN_1678546
PEX11B	protein_coding	ILMN_1678546
PEX11B	protein_coding	ILMN_1678546
RBM8A	protein_coding	ILMN_1781870
RBM8A	protein_coding	ILMN_1781870
AC243547.3	protein_coding	ILMN_1760667
LIX1L	protein_coding	ILMN_1708098
ANKRD34A	protein_coding	ILMN_2119793
POLR3GL	protein_coding	ILMN_1760667
POLR3GL	protein_coding	ILMN_1760667
POLR3GL	protein_coding	ILMN_1760667
TXNIP	protein_coding	ILMN_1697448
TXNIP	protein_coding	ILMN_1697448
TXNIP	protein_coding	ILMN_1697448
HJV	protein_coding	ILMN_1760985
HJV	protein_coding	ILMN_1760985
HJV	protein_coding	ILMN_1760985
NBPF10	protein_coding	ILMN_1673883
NBPF10	protein_coding	ILMN_1656254
NOTCH2NLA	protein_coding	ILMN_1656254
NOTCH2NLA	protein_coding	ILMN_1685445
NUDT4P2	processed_pseudogene	ILMN_1794976
SEC22B4P	transcribed_unprocessed_pseudogene	ILMN_1784238
SEC22B4P	transcribed_unprocessed_pseudogene	ILMN_1784238
PPIAL4H	protein_coding	ILMN_1745276
PPIAL4H	protein_coding	ILMN_1776260
HYDIN2	transcribed_unprocessed_pseudogene	ILMN_1658413
HYDIN2	transcribed_unprocessed_pseudogene	ILMN_1654063
NBPF12	protein_coding	ILMN_1662845
PRKAB2	protein_coding	ILMN_1786021
PDIA3P1	transcribed_processed_pseudogene	ILMN_2075436
PDIA3P1	transcribed_processed_pseudogene	ILMN_2075440
PDIA3P1	transcribed_processed_pseudogene	ILMN_2075436
PDIA3P1	transcribed_processed_pseudogene	ILMN_2075440
AC242426.2	lncRNA	ILMN_1786016
FMO5	protein_coding	ILMN_1811632
FMO5	protein_coding	ILMN_1811632
CCT8P1	processed_pseudogene	ILMN_1795474
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
CHD1L	protein_coding	ILMN_1786016
BCL9	protein_coding	ILMN_1704452
ACP6	protein_coding	ILMN_2234343
GJA5	protein_coding	ILMN_1722753
GJA5	protein_coding	ILMN_1722753
GJA5	protein_coding	ILMN_1702972
GJA5	protein_coding	ILMN_1702972
AC239801.1	processed_pseudogene	ILMN_1656637
GPR89B	protein_coding	ILMN_2116594
GPR89B	protein_coding	ILMN_1804539
GPR89B	protein_coding	ILMN_1689869
GPR89B	protein_coding	ILMN_2116594
GPR89B	protein_coding	ILMN_1804539
GPR89B	protein_coding	ILMN_2116594
GPR89B	protein_coding	ILMN_1804539
GPR89B	protein_coding	ILMN_2116594
GPR89B	protein_coding	ILMN_1804539
GPR89B	protein_coding	ILMN_1696510
RNU1-129P	snRNA	ILMN_1704779
NBPF11	protein_coding	ILMN_2177090
NBPF11	protein_coding	ILMN_2177090
NBPF11	protein_coding	ILMN_1662845
NBPF11	protein_coding	ILMN_1794015
NBPF11	protein_coding	ILMN_2177090
NBPF11	protein_coding	ILMN_1662845
NBPF11	protein_coding	ILMN_2177090
ABHD17AP1	unprocessed_pseudogene	ILMN_1751195
ABHD17AP1	unprocessed_pseudogene	ILMN_2239772
ABHD17AP1	unprocessed_pseudogene	ILMN_2307978
AC245100.2	processed_pseudogene	ILMN_1687041
AC245100.7	TEC	ILMN_1776327
AC245100.7	TEC	ILMN_1776327
PPIAL4G	protein_coding	ILMN_1710362
NBPF14	protein_coding	ILMN_1673883
NBPF14	protein_coding	ILMN_1656254
NOTCH2NLB	protein_coding	ILMN_1656254
SEC22B3P	unprocessed_pseudogene	ILMN_1784238
PDE4DIP	protein_coding	ILMN_1659430
PDE4DIP	protein_coding	ILMN_1659430
PDE4DIP	protein_coding	ILMN_1760796
PDE4DIP	protein_coding	ILMN_1760796
PDE4DIP	protein_coding	ILMN_1760796
PDE4DIP	protein_coding	ILMN_1659430
PDE4DIP	protein_coding	ILMN_1659430
PDE4DIP	protein_coding	ILMN_1739674
PDE4DIP	protein_coding	ILMN_1739674
PDE4DIP	protein_coding	ILMN_1659430
PDE4DIP	protein_coding	ILMN_1787823
PDE4DIP	protein_coding	ILMN_1787823
NBPF9	protein_coding	ILMN_1673883
NBPF9	protein_coding	ILMN_1776838
NBPF9	protein_coding	ILMN_1730957
NBPF9	protein_coding	ILMN_1776838
NBPF9	protein_coding	ILMN_1668016
NBPF9	protein_coding	ILMN_1776838
NBPF9	protein_coding	ILMN_1776838
NBPF9	protein_coding	ILMN_1776838
NBPF9	protein_coding	ILMN_1776838
SEC22B2P	unprocessed_pseudogene	ILMN_1784238
NOTCH2NLC	protein_coding	ILMN_1656254
NOTCH2NLC	protein_coding	ILMN_1685445
NOTCH2NLC	protein_coding	ILMN_1685445
AC242842.3	protein_coding	ILMN_1673883
AC242842.3	protein_coding	ILMN_1656254
NBPF19	protein_coding	ILMN_1673883
PPIAL4C	protein_coding	ILMN_1776260
LINC00869	transcribed_unprocessed_pseudogene	ILMN_2199554
LINC00869	transcribed_unprocessed_pseudogene	ILMN_1783097
LINC00869	transcribed_unprocessed_pseudogene	ILMN_1783097
LINC00869	transcribed_unprocessed_pseudogene	ILMN_2199554
AC243772.3	transcribed_unprocessed_pseudogene	ILMN_1718666
FCGR1A	protein_coding	ILMN_2391051
FCGR1A	protein_coding	ILMN_2176063
FCGR1A	protein_coding	ILMN_1654389
FCGR1A	protein_coding	ILMN_2261600
FCGR1A	protein_coding	ILMN_2176063
FCGR1A	protein_coding	ILMN_1654389
FCGR1A	protein_coding	ILMN_2261600
FCGR1A	protein_coding	ILMN_2176063
FCGR1A	protein_coding	ILMN_1654389
H2BC18	protein_coding	ILMN_1670093
H2BC18	protein_coding	ILMN_1670093
H2BC18	protein_coding	ILMN_1824151
H3C13	protein_coding	ILMN_1664706
H4C14	protein_coding	ILMN_2115340
H4C14	protein_coding	ILMN_2115340
H4C14	protein_coding	ILMN_2115340
H4C14	protein_coding	ILMN_1713436
H4C14	protein_coding	ILMN_2115340
H3C14	protein_coding	ILMN_1666179
H2AC18	protein_coding	ILMN_1695435
H2AC18	protein_coding	ILMN_2144426
H2AC19	protein_coding	ILMN_1695435
H2AC19	protein_coding	ILMN_2144426
H2AC19	protein_coding	ILMN_1659047
H3C15	protein_coding	ILMN_1666179
H4C15	protein_coding	ILMN_1713436
H4C15	protein_coding	ILMN_2115340
H4C15	protein_coding	ILMN_2115340
H4C15	protein_coding	ILMN_1704284
H4C15	protein_coding	ILMN_2115340
H2BC21	protein_coding	ILMN_1732071
H2AC20	protein_coding	ILMN_1768973
H2AC21	protein_coding	ILMN_1747589
BOLA1	protein_coding	ILMN_1768973
SV2A	protein_coding	ILMN_1702009
SF3B4	protein_coding	ILMN_1722648
MTMR11	protein_coding	ILMN_1769299
MTMR11	protein_coding	ILMN_1769299
MTMR11	protein_coding	ILMN_1769299
MTMR11	protein_coding	ILMN_1698246
MTMR11	protein_coding	ILMN_1769299
MTMR11	protein_coding	ILMN_1698246
MTMR11	protein_coding	ILMN_1769299
MTMR11	protein_coding	ILMN_1769299
MTMR11	protein_coding	ILMN_1698246
MTMR11	protein_coding	ILMN_1769299
MTMR11	protein_coding	ILMN_1698246
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
VPS45	protein_coding	ILMN_1683243
PLEKHO1	protein_coding	ILMN_1694213
PLEKHO1	protein_coding	ILMN_1694213
PLEKHO1	protein_coding	ILMN_1694213
PLEKHO1	protein_coding	ILMN_1694213
PLEKHO1	protein_coding	ILMN_1694213
PLEKHO1	protein_coding	ILMN_1694213
APH1A	protein_coding	ILMN_1658472
APH1A	protein_coding	ILMN_2398388
APH1A	protein_coding	ILMN_1658472
APH1A	protein_coding	ILMN_2398388
APH1A	protein_coding	ILMN_1658472
APH1A	protein_coding	ILMN_2398388
APH1A	protein_coding	ILMN_1658472
APH1A	protein_coding	ILMN_2398388
APH1A	protein_coding	ILMN_1658472
APH1A	protein_coding	ILMN_2398388
CIART	protein_coding	ILMN_1793543
CIART	protein_coding	ILMN_1793543
CIART	protein_coding	ILMN_1793543
CIART	protein_coding	ILMN_1793543
CIART	protein_coding	ILMN_1793543
CIART	protein_coding	ILMN_1793543
MRPS21	protein_coding	ILMN_1655765
MRPS21	protein_coding	ILMN_1660292
MRPS21	protein_coding	ILMN_1655765
PRPF3	protein_coding	ILMN_1715392
PRPF3	protein_coding	ILMN_1715392
PRPF3	protein_coding	ILMN_1715392
RPRD2	protein_coding	ILMN_1705733
RPRD2	protein_coding	ILMN_1705733
RPRD2	protein_coding	ILMN_1705733
TARS2	protein_coding	ILMN_1778187
TARS2	protein_coding	ILMN_1778187
TARS2	protein_coding	ILMN_1778187
TARS2	protein_coding	ILMN_1778187
TARS2	protein_coding	ILMN_1778187
TARS2	protein_coding	ILMN_1778187
TARS2	protein_coding	ILMN_1778187
ECM1	protein_coding	ILMN_2329735
ECM1	protein_coding	ILMN_2329735
ECM1	protein_coding	ILMN_2329735
ECM1	protein_coding	ILMN_2329735
ADAMTSL4	protein_coding	ILMN_1762294
ADAMTSL4	protein_coding	ILMN_1687035
ADAMTSL4	protein_coding	ILMN_1687035
ADAMTSL4	protein_coding	ILMN_1777683
ADAMTSL4	protein_coding	ILMN_1687035
ADAMTSL4	protein_coding	ILMN_1777683
ADAMTSL4	protein_coding	ILMN_1687035
ADAMTSL4	protein_coding	ILMN_1777683
ADAMTSL4	protein_coding	ILMN_1687035
ADAMTSL4	protein_coding	ILMN_1777683
ADAMTSL4	protein_coding	ILMN_1687035
ADAMTSL4	protein_coding	ILMN_1777683
ADAMTSL4	protein_coding	ILMN_1687035
ADAMTSL4	protein_coding	ILMN_1777683
ADAMTSL4-AS1	lncRNA	ILMN_1705904
ADAMTSL4-AS1	lncRNA	ILMN_1705904
ADAMTSL4-AS1	lncRNA	ILMN_1705904
MCL1	protein_coding	ILMN_1756806
MCL1	protein_coding	ILMN_1803988
MCL1	protein_coding	ILMN_1756806
MCL1	protein_coding	ILMN_1756806
MCL1	protein_coding	ILMN_1803988
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
ENSA	protein_coding	ILMN_2364700
ENSA	protein_coding	ILMN_1760779
GOLPH3L	protein_coding	ILMN_1706764
HORMAD1	protein_coding	ILMN_1769849
HORMAD1	protein_coding	ILMN_1769849
HORMAD1	protein_coding	ILMN_1769849
HORMAD1	protein_coding	ILMN_1769849
HORMAD1	protein_coding	ILMN_1769849
CTSS	protein_coding	ILMN_1743032
CTSK	protein_coding	ILMN_1758895
ARNT	protein_coding	ILMN_1762582
ARNT	protein_coding	ILMN_2347314
ARNT	protein_coding	ILMN_1762582
ARNT	protein_coding	ILMN_2347314
ARNT	protein_coding	ILMN_1762582
ARNT	protein_coding	ILMN_2347314
CTXND2	protein_coding	ILMN_1820707
SETDB1	protein_coding	ILMN_1718207
SETDB1	protein_coding	ILMN_1718207
SETDB1	protein_coding	ILMN_1718207
SETDB1	protein_coding	ILMN_1718207
SETDB1	protein_coding	ILMN_1718207
CERS2	protein_coding	ILMN_1726108
CERS2	protein_coding	ILMN_2400500
CERS2	protein_coding	ILMN_1726108
CERS2	protein_coding	ILMN_2400500
CERS2	protein_coding	ILMN_1726108
CERS2	protein_coding	ILMN_2400500
CERS2	protein_coding	ILMN_1726108
CERS2	protein_coding	ILMN_2400500
CERS2	protein_coding	ILMN_1726108
CERS2	protein_coding	ILMN_2400500
CERS2	protein_coding	ILMN_1726108
CERS2	protein_coding	ILMN_2400500
ANXA9	protein_coding	ILMN_1755721
MINDY1	protein_coding	ILMN_1689552
MINDY1	protein_coding	ILMN_1689552
MINDY1	protein_coding	ILMN_1689552
PRUNE1	protein_coding	ILMN_1728914
PRUNE1	protein_coding	ILMN_1728914
PRUNE1	protein_coding	ILMN_1728914
PRUNE1	protein_coding	ILMN_1728914
PRUNE1	protein_coding	ILMN_1728914
PRUNE1	protein_coding	ILMN_1728914
BNIPL	protein_coding	ILMN_1728914
BNIPL	protein_coding	ILMN_1708513
BNIPL	protein_coding	ILMN_1711170
BNIPL	protein_coding	ILMN_1699989
BNIPL	protein_coding	ILMN_1708513
BNIPL	protein_coding	ILMN_1711170
BNIPL	protein_coding	ILMN_1699989
BNIPL	protein_coding	ILMN_1708513
BNIPL	protein_coding	ILMN_1711170
BNIPL	protein_coding	ILMN_1699989
BNIPL	protein_coding	ILMN_1708513
BNIPL	protein_coding	ILMN_1711170
BNIPL	protein_coding	ILMN_1708513
BNIPL	protein_coding	ILMN_1708513
BNIPL	protein_coding	ILMN_1711170
BNIPL	protein_coding	ILMN_1711170
C1orf56	protein_coding	ILMN_1780268
CDC42SE1	protein_coding	ILMN_2349138
CDC42SE1	protein_coding	ILMN_1769027
CDC42SE1	protein_coding	ILMN_2349138
CDC42SE1	protein_coding	ILMN_1769027
CDC42SE1	protein_coding	ILMN_2349138
CDC42SE1	protein_coding	ILMN_1769027
CDC42SE1	protein_coding	ILMN_2349138
CDC42SE1	protein_coding	ILMN_1769027
MLLT11	protein_coding	ILMN_1759097
GABPB2	protein_coding	ILMN_1828197
GABPB2	protein_coding	ILMN_1668713
GABPB2	protein_coding	ILMN_2161007
GABPB2	protein_coding	ILMN_1668713
AL592424.1	lncRNA	ILMN_1860821
TNFAIP8L2	protein_coding	ILMN_1744113
SCNM1	protein_coding	ILMN_2375651
SCNM1	protein_coding	ILMN_1746598
TMOD4	protein_coding	ILMN_1794163
TMOD4	protein_coding	ILMN_1794163
TMOD4	protein_coding	ILMN_1794163
VPS72	protein_coding	ILMN_1722774
VPS72	protein_coding	ILMN_1722774
VPS72	protein_coding	ILMN_1722774
VPS72	protein_coding	ILMN_1722774
PIP5K1A	protein_coding	ILMN_1769869
PIP5K1A	protein_coding	ILMN_1769869
PIP5K1A	protein_coding	ILMN_1769869
PIP5K1A	protein_coding	ILMN_1769869
PIP5K1A	protein_coding	ILMN_1769869
PSMD4	protein_coding	ILMN_2344130
PSMD4	protein_coding	ILMN_1728355
PSMD4	protein_coding	ILMN_1711765
PSMD4	protein_coding	ILMN_1711765
PSMD4	protein_coding	ILMN_1711765
PSMD4	protein_coding	ILMN_1711765
PSMD4	protein_coding	ILMN_1711765
ZNF687-AS1	lncRNA	ILMN_1867134
ZNF687-AS1	lncRNA	ILMN_1867134
ZNF687-AS1	lncRNA	ILMN_1867134
ZNF687-AS1	lncRNA	ILMN_1867134
ZNF687	protein_coding	ILMN_1662952
ZNF687	protein_coding	ILMN_1662952
ZNF687	protein_coding	ILMN_1662952
ZNF687	protein_coding	ILMN_1662952
ZNF687	protein_coding	ILMN_1662952
PI4KB	protein_coding	ILMN_1666597
PI4KB	protein_coding	ILMN_1666597
PI4KB	protein_coding	ILMN_1666597
PI4KB	protein_coding	ILMN_1666597
PI4KB	protein_coding	ILMN_1666597
RFX5	protein_coding	ILMN_1741200
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
SELENBP1	protein_coding	ILMN_1680652
PSMB4	protein_coding	ILMN_1737862
PSMB4	protein_coding	ILMN_1737862
PSMB4	protein_coding	ILMN_1737862
PSMB4	protein_coding	ILMN_1737862
PSMB4	protein_coding	ILMN_1737862
PSMB4	protein_coding	ILMN_1737862
PSMB4	protein_coding	ILMN_1737862
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_1733441
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
POGZ	protein_coding	ILMN_1652929
POGZ	protein_coding	ILMN_2329309
TUFT1	protein_coding	ILMN_1781374
TUFT1	protein_coding	ILMN_1781374
TUFT1	protein_coding	ILMN_1781374
TUFT1	protein_coding	ILMN_1781374
SNX27	protein_coding	ILMN_1714401
SNX27	protein_coding	ILMN_1714401
RIIAD1	protein_coding	ILMN_1691194
MRPL9	protein_coding	ILMN_1773716
MRPL9	protein_coding	ILMN_1773716
MRPL9	protein_coding	ILMN_1773716
MRPL9	protein_coding	ILMN_1773716
OAZ3	protein_coding	ILMN_1681892
LINGO4	protein_coding	ILMN_2056815
RORC	protein_coding	ILMN_1734366
RORC	protein_coding	ILMN_1771126
RORC	protein_coding	ILMN_1734366
RORC	protein_coding	ILMN_1771126
RORC	protein_coding	ILMN_1734366
RORC	protein_coding	ILMN_1771126
RORC	protein_coding	ILMN_1734366
RORC	protein_coding	ILMN_1771126
RORC	protein_coding	ILMN_1734366
RORC	protein_coding	ILMN_1771126
RORC	protein_coding	ILMN_1734366
RORC	protein_coding	ILMN_1771126
S100A10	protein_coding	ILMN_2046730
S100A10	protein_coding	ILMN_2046730
S100A10	protein_coding	ILMN_2046730
S100A11	protein_coding	ILMN_1750101
S100A11	protein_coding	ILMN_1750101
TCHH	protein_coding	ILMN_1681248
TCHH	protein_coding	ILMN_1681248
HRNR	protein_coding	ILMN_1707660
CRNN	protein_coding	ILMN_1727220
LCE3E	protein_coding	ILMN_1808220
LCE1E	protein_coding	ILMN_1689849
LCE1E	protein_coding	ILMN_1668386
LCE1E	protein_coding	ILMN_1668386
SMCP	protein_coding	ILMN_1814631
IVL	protein_coding	ILMN_1775883
SPRR1A	protein_coding	ILMN_1716591
SPRR1B	protein_coding	ILMN_1711174
SPRR2D	protein_coding	ILMN_1746322
SPRR2D	protein_coding	ILMN_1746322
SPRR2D	protein_coding	ILMN_1746322
AL161636.1	lncRNA	ILMN_1917206
PGLYRP4	protein_coding	ILMN_1781389
PGLYRP4	protein_coding	ILMN_1781389
S100A9	protein_coding	ILMN_1750974
S100A12	protein_coding	ILMN_1748915
S100A8	protein_coding	ILMN_1729801
S100A8	protein_coding	ILMN_1729801
S100A8	protein_coding	ILMN_1729801
S100A7L2	protein_coding	ILMN_2179283
S100A6	protein_coding	ILMN_1713636
S100A6	protein_coding	ILMN_1713636
S100A6	protein_coding	ILMN_1713636
S100A6	protein_coding	ILMN_1713636
S100A6	protein_coding	ILMN_1713636
S100A6	protein_coding	ILMN_1904628
S100A5	protein_coding	ILMN_1810857
S100A5	protein_coding	ILMN_1810857
S100A4	protein_coding	ILMN_1684306
S100A4	protein_coding	ILMN_1684306
S100A4	protein_coding	ILMN_1684306
S100A4	protein_coding	ILMN_1688780
S100A4	protein_coding	ILMN_1684306
S100A4	protein_coding	ILMN_1688780
S100A4	protein_coding	ILMN_1684306
S100A4	protein_coding	ILMN_1688780
S100A4	protein_coding	ILMN_1684306
S100A2	protein_coding	ILMN_1725852
S100A2	protein_coding	ILMN_1725852
S100A2	protein_coding	ILMN_1725852
S100A2	protein_coding	ILMN_1725852
S100A2	protein_coding	ILMN_1725852
S100A2	protein_coding	ILMN_1725852
S100A13	protein_coding	ILMN_1765459
S100A13	protein_coding	ILMN_2407168
S100A13	protein_coding	ILMN_1765459
S100A13	protein_coding	ILMN_2407168
S100A13	protein_coding	ILMN_1765459
S100A13	protein_coding	ILMN_2407168
S100A13	protein_coding	ILMN_1765459
S100A13	protein_coding	ILMN_2407168
S100A13	protein_coding	ILMN_1765459
S100A13	protein_coding	ILMN_2407168
S100A13	protein_coding	ILMN_1765459
S100A13	protein_coding	ILMN_2407168
AL162258.1	lncRNA	ILMN_1765459
AL162258.1	lncRNA	ILMN_1667138
AL162258.1	lncRNA	ILMN_1667138
S100A1	protein_coding	ILMN_1653494
