Gene name	Gene type	ILLUMINA HumanHT 12 V3 probe
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
CBWD1	protein_coding	ILMN_1802907
DOCK8-AS1	lncRNA	ILMN_1717248
DOCK8-AS1	lncRNA	ILMN_1717248
DOCK8	protein_coding	ILMN_1788931
DOCK8	protein_coding	ILMN_1788931
DOCK8	protein_coding	ILMN_1788931
DOCK8	protein_coding	ILMN_1788931
KANK1	protein_coding	ILMN_1773427
KANK1	protein_coding	ILMN_1773427
KANK1	protein_coding	ILMN_1773427
KANK1	protein_coding	ILMN_1773427
KANK1	protein_coding	ILMN_1773427
KANK1	protein_coding	ILMN_1773427
KANK1	protein_coding	ILMN_1773427
KANK1	protein_coding	ILMN_1773427
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
SMARCA2	protein_coding	ILMN_1791702
VLDLR	protein_coding	ILMN_2361862
VLDLR	protein_coding	ILMN_2361862
PUM3	protein_coding	ILMN_1665483
RFX3	protein_coding	ILMN_1756102
RFX3	protein_coding	ILMN_1779488
RFX3	protein_coding	ILMN_1851453
RFX3	protein_coding	ILMN_1779488
RFX3	protein_coding	ILMN_2269392
RFX3	protein_coding	ILMN_1779488
RFX3	protein_coding	ILMN_1756102
RFX3	protein_coding	ILMN_1779488
RFX3	protein_coding	ILMN_1851453
GLIS3	protein_coding	ILMN_1664099
GLIS3	protein_coding	ILMN_1664099
GLIS3	protein_coding	ILMN_1664099
GLIS3	protein_coding	ILMN_1693427
GLIS3	protein_coding	ILMN_1693427
GLIS3	protein_coding	ILMN_1693427
GLIS3	protein_coding	ILMN_1693427
GLIS3	protein_coding	ILMN_1693427
AL137071.1	lncRNA	ILMN_1871136
SPATA6L	protein_coding	ILMN_2138754
PLPP6	protein_coding	ILMN_1802628
AK3	protein_coding	ILMN_1778173
AK3	protein_coding	ILMN_1871762
AK3	protein_coding	ILMN_1778173
AK3	protein_coding	ILMN_1778173
AK3	protein_coding	ILMN_1871762
RCL1	protein_coding	ILMN_1813766
RCL1	protein_coding	ILMN_1813766
RCL1	protein_coding	ILMN_1813766
RCL1	protein_coding	ILMN_1813766
JAK2	protein_coding	ILMN_1683178
JAK2	protein_coding	ILMN_1683178
CSNK1G2P1	processed_pseudogene	ILMN_1676335
RLN2	protein_coding	ILMN_1748529
RLN1	protein_coding	ILMN_1748529
PLGRKT	protein_coding	ILMN_1709043
PLGRKT	protein_coding	ILMN_1709043
PLGRKT	protein_coding	ILMN_1709043
CD274	protein_coding	ILMN_1701914
CD274	protein_coding	ILMN_1701914
CD274	protein_coding	ILMN_1701914
ERMP1	protein_coding	ILMN_1751425
ERMP1	protein_coding	ILMN_1751425
KIAA2026	protein_coding	ILMN_2106227
KIAA2026	protein_coding	ILMN_1674486
KIAA2026	protein_coding	ILMN_2106227
KIAA2026	protein_coding	ILMN_1674486
KIAA2026	protein_coding	ILMN_2106227
KIAA2026	protein_coding	ILMN_1674486
RANBP6	protein_coding	ILMN_1780842
RANBP6	protein_coding	ILMN_2177732
TPD52L3	protein_coding	ILMN_1738395
TPD52L3	protein_coding	ILMN_1738395
UHRF2	protein_coding	ILMN_1691444
UHRF2	protein_coding	ILMN_1691444
UHRF2	protein_coding	ILMN_1691444
UHRF2	protein_coding	ILMN_1691444
UHRF2	protein_coding	ILMN_1691444
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
GLDC	protein_coding	ILMN_1806754
RPL4P5	processed_pseudogene	ILMN_1685538
DMAC1	protein_coding	ILMN_1769409
RN7SL5P	misc_RNA	ILMN_2041368
AL513422.1	lncRNA	ILMN_1870439
AKAP8P1	processed_pseudogene	ILMN_1678265
AKAP8P1	processed_pseudogene	ILMN_1799591
LINC01235	lncRNA	ILMN_1694458
LINC01235	lncRNA	ILMN_1694458
LINC01235	lncRNA	ILMN_1694458
LINC01235	lncRNA	ILMN_1694458
LINC01235	lncRNA	ILMN_1694458
LINC01235	lncRNA	ILMN_1694458
NFIB	protein_coding	ILMN_1848552
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1848552
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1778991
NFIB	protein_coding	ILMN_1848552
NFIB	protein_coding	ILMN_1778991
TTC39B	protein_coding	ILMN_1769290
TTC39B	protein_coding	ILMN_1769290
TTC39B	protein_coding	ILMN_1769290
TTC39B	protein_coding	ILMN_1769290
TTC39B	protein_coding	ILMN_1769290
TTC39B	protein_coding	ILMN_1769290
SNAPC3	protein_coding	ILMN_1803611
SNAPC3	protein_coding	ILMN_1803611
PSIP1	protein_coding	ILMN_1788701
PSIP1	protein_coding	ILMN_1788701
FTH1P12	processed_pseudogene	ILMN_2073235
FTH1P12	processed_pseudogene	ILMN_1750278
CNTLN	protein_coding	ILMN_1684754
SH3GL2	protein_coding	ILMN_1661491
SAXO1	protein_coding	ILMN_1764959
SAXO1	protein_coding	ILMN_1764959
SAXO1	protein_coding	ILMN_1764959
SAXO1	protein_coding	ILMN_1764959
RRAGA	protein_coding	ILMN_1783709
PLIN2	protein_coding	ILMN_1801077
PLIN2	protein_coding	ILMN_2138765
DENND4C	protein_coding	ILMN_1848828
DENND4C	protein_coding	ILMN_1669599
DENND4C	protein_coding	ILMN_1669599
DENND4C	protein_coding	ILMN_1669599
DENND4C	protein_coding	ILMN_1669599
DENND4C	protein_coding	ILMN_1669599
DENND4C	protein_coding	ILMN_1669599
RPS6	protein_coding	ILMN_1808939
RPS6	protein_coding	ILMN_1656791
RPS6	protein_coding	ILMN_1808939
RPS6	protein_coding	ILMN_1808939
RPS6	protein_coding	ILMN_1808939
ACER2	protein_coding	ILMN_1761000
FOCAD	protein_coding	ILMN_1807177
FOCAD	protein_coding	ILMN_1807177
FOCAD	protein_coding	ILMN_1807177
IFNW1	protein_coding	ILMN_1781057
IFNA21	protein_coding	ILMN_1675192
IFNA4	protein_coding	ILMN_1782448
IFNA7	protein_coding	ILMN_2186745
IFNA10	protein_coding	ILMN_1769988
IFNA14	protein_coding	ILMN_1742328
KLHL9	protein_coding	ILMN_1664466
IFNA8	protein_coding	ILMN_2110561
MTAP	protein_coding	ILMN_1753639
CDKN2A	protein_coding	ILMN_1717714
CDKN2A	protein_coding	ILMN_1717714
CDKN2A	protein_coding	ILMN_1717714
CDKN2A	protein_coding	ILMN_1717714
CDKN2A	protein_coding	ILMN_1717714
CDKN2A	protein_coding	ILMN_1717714
CDKN2A	protein_coding	ILMN_1717714
CDKN2A	protein_coding	ILMN_1717714
CDKN2B	protein_coding	ILMN_2376723
CDKN2B	protein_coding	ILMN_1723198
CDKN2B	protein_coding	ILMN_1723198
AL157937.1	lncRNA	ILMN_1895660
AL391117.1	lncRNA	ILMN_1913620
CLIC4P1	processed_pseudogene	ILMN_1671250
CAAP1	protein_coding	ILMN_1755222
CAAP1	protein_coding	ILMN_1755222
PLAA	protein_coding	ILMN_1810387
PLAA	protein_coding	ILMN_1769822
PLAA	protein_coding	ILMN_1810387
PLAA	protein_coding	ILMN_1769822
PLAA	protein_coding	ILMN_1769822
IFT74	protein_coding	ILMN_1777449
IFT74	protein_coding	ILMN_1777449
IFT74	protein_coding	ILMN_1777449
IFT74	protein_coding	ILMN_1777449
TEK	protein_coding	ILMN_2066151
TEK	protein_coding	ILMN_2066151
TEK	protein_coding	ILMN_2066151
TEK	protein_coding	ILMN_2066151
IFNK	protein_coding	ILMN_1676704
C9orf72	protein_coding	ILMN_1666742
C9orf72	protein_coding	ILMN_1666742
C9orf72	protein_coding	ILMN_2295252
C9orf72	protein_coding	ILMN_1741881
C9orf72	protein_coding	ILMN_1666742
C9orf72	protein_coding	ILMN_2295252
C9orf72	protein_coding	ILMN_1741881
C9orf72	protein_coding	ILMN_1666742
C9orf72	protein_coding	ILMN_2295252
C9orf72	protein_coding	ILMN_1741881
C9orf72	protein_coding	ILMN_1666742
C9orf72	protein_coding	ILMN_2295252
C9orf72	protein_coding	ILMN_1741881
C9orf72	protein_coding	ILMN_1666742
C9orf72	protein_coding	ILMN_1666742
C9orf72	protein_coding	ILMN_2296677
C9orf72	protein_coding	ILMN_1666742
LINGO2	protein_coding	ILMN_1695978
LINGO2	protein_coding	ILMN_1695978
LINGO2	protein_coding	ILMN_1695978
LINC01242	lncRNA	ILMN_1767980
SLC4A1APP1	processed_pseudogene	ILMN_1750876
ACO1	protein_coding	ILMN_1750800
ACO1	protein_coding	ILMN_1750800
ACO1	protein_coding	ILMN_1750800
DDX58	protein_coding	ILMN_1797001
DDX58	protein_coding	ILMN_1797001
TOPORS	protein_coding	ILMN_2122669
TOPORS	protein_coding	ILMN_1749218
TOPORS	protein_coding	ILMN_2122669
TOPORS	protein_coding	ILMN_1749218
NDUFB6	protein_coding	ILMN_2369924
NDUFB6	protein_coding	ILMN_1763147
NDUFB6	protein_coding	ILMN_2369924
NDUFB6	protein_coding	ILMN_1763147
NDUFB6	protein_coding	ILMN_2369924
NDUFB6	protein_coding	ILMN_1763147
TAF1L	protein_coding	ILMN_1799939
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
APTX	protein_coding	ILMN_1726752
APTX	protein_coding	ILMN_2317348
DNAJA1	protein_coding	ILMN_1672496
DNAJA1	protein_coding	ILMN_1672496
SMU1	protein_coding	ILMN_1764803
BAG1	protein_coding	ILMN_1733970
CHMP5	protein_coding	ILMN_1732534
CHMP5	protein_coding	ILMN_2094166
CHMP5	protein_coding	ILMN_1732534
CHMP5	protein_coding	ILMN_2094166
NFX1	protein_coding	ILMN_1698402
NFX1	protein_coding	ILMN_1744959
NFX1	protein_coding	ILMN_1698402
NFX1	protein_coding	ILMN_1795025
NFX1	protein_coding	ILMN_1804610
NFX1	protein_coding	ILMN_1698402
NFX1	protein_coding	ILMN_1698402
AQP3	protein_coding	ILMN_1651574
AQP3	protein_coding	ILMN_1651574
AQP3	protein_coding	ILMN_1651574
AQP3	protein_coding	ILMN_1651574
NOL6	protein_coding	ILMN_2320250
NOL6	protein_coding	ILMN_1665442
NOL6	protein_coding	ILMN_2320250
NOL6	protein_coding	ILMN_1665442
NOL6	protein_coding	ILMN_2320250
NOL6	protein_coding	ILMN_2320250
NOL6	protein_coding	ILMN_2320250
CYP4F26P	lncRNA	ILMN_1788008
UBE2R2	protein_coding	ILMN_1675721
UBAP2	protein_coding	ILMN_1716157
UBAP2	protein_coding	ILMN_1716157
UBAP2	protein_coding	ILMN_1716157
UBAP2	protein_coding	ILMN_1716157
UBAP2	protein_coding	ILMN_1716157
DCAF12	protein_coding	ILMN_1786328
UBAP1	protein_coding	ILMN_1807596
UBAP1	protein_coding	ILMN_1807596
UBAP1	protein_coding	ILMN_1807596
NUDT2	protein_coding	ILMN_2349444
NUDT2	protein_coding	ILMN_1778347
NUDT2	protein_coding	ILMN_2349444
NUDT2	protein_coding	ILMN_1778347
NUDT2	protein_coding	ILMN_2349444
NUDT2	protein_coding	ILMN_1778347
NUDT2	protein_coding	ILMN_2349444
NUDT2	protein_coding	ILMN_1778347
C9orf24	protein_coding	ILMN_2365023
C9orf24	protein_coding	ILMN_1763695
FAM219A	protein_coding	ILMN_1746633
FAM219A	protein_coding	ILMN_1746633
FAM219A	protein_coding	ILMN_1746633
FAM219A	protein_coding	ILMN_1746633
FAM219A	protein_coding	ILMN_1746633
FAM219A	protein_coding	ILMN_1746633
FAM219A	protein_coding	ILMN_1746633
RPP25L	protein_coding	ILMN_2391345
RPP25L	protein_coding	ILMN_1683175
RPP25L	protein_coding	ILMN_2391345
RPP25L	protein_coding	ILMN_1683175
RPP25L	protein_coding	ILMN_1766793
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
DCTN3	protein_coding	ILMN_1762281
SIGMAR1	protein_coding	ILMN_1717925
SIGMAR1	protein_coding	ILMN_2398489
SIGMAR1	protein_coding	ILMN_1717925
SIGMAR1	protein_coding	ILMN_2398489
SIGMAR1	protein_coding	ILMN_1717925
SIGMAR1	protein_coding	ILMN_2398489
SIGMAR1	protein_coding	ILMN_1717925
SIGMAR1	protein_coding	ILMN_2398489
SIGMAR1	protein_coding	ILMN_1717925
SIGMAR1	protein_coding	ILMN_2398489
GALT	protein_coding	ILMN_1657475
GALT	protein_coding	ILMN_1706005
GALT	protein_coding	ILMN_1657475
GALT	protein_coding	ILMN_1657475
GALT	protein_coding	ILMN_1657475
GALT	protein_coding	ILMN_1657475
GALT	protein_coding	ILMN_1657475
GALT	protein_coding	ILMN_1657475
GALT	protein_coding	ILMN_1657475
GALT	protein_coding	ILMN_1657475
IL11RA	protein_coding	ILMN_1664912
IL11RA	protein_coding	ILMN_1720024
IL11RA	protein_coding	ILMN_1657475
IL11RA	protein_coding	ILMN_1664912
IL11RA	protein_coding	ILMN_1720024
IL11RA	protein_coding	ILMN_1664912
IL11RA	protein_coding	ILMN_1720024
IL11RA	protein_coding	ILMN_1664912
IL11RA	protein_coding	ILMN_1720024
IL11RA	protein_coding	ILMN_1664912
IL11RA	protein_coding	ILMN_1720024
IL11RA	protein_coding	ILMN_1720024
IL11RA	protein_coding	ILMN_1664912
IL11RA	protein_coding	ILMN_1720024
CCL27	protein_coding	ILMN_2113606
AL162231.4	lncRNA	ILMN_2113606
CCL19	protein_coding	ILMN_1769129
DNAJB5	protein_coding	ILMN_1794056
DNAJB5	protein_coding	ILMN_1794056
DNAJB5	protein_coding	ILMN_1794056
DNAJB5	protein_coding	ILMN_1794056
DNAJB5	protein_coding	ILMN_1794056
C9orf131	protein_coding	ILMN_1705735
C9orf131	protein_coding	ILMN_1705735
C9orf131	protein_coding	ILMN_1705735
VCP	protein_coding	ILMN_1777220
VCP	protein_coding	ILMN_1777220
VCP	protein_coding	ILMN_1777220
FANCG	protein_coding	ILMN_1758728
FANCG	protein_coding	ILMN_1758728
FANCG	protein_coding	ILMN_1758728
FANCG	protein_coding	ILMN_1758728
PIGO	protein_coding	ILMN_2379931
PIGO	protein_coding	ILMN_1653613
PIGO	protein_coding	ILMN_1673395
PIGO	protein_coding	ILMN_2379931
PIGO	protein_coding	ILMN_1653613
PIGO	protein_coding	ILMN_1673395
PIGO	protein_coding	ILMN_2379931
PIGO	protein_coding	ILMN_1653613
PIGO	protein_coding	ILMN_1673395
PIGO	protein_coding	ILMN_2379931
PIGO	protein_coding	ILMN_1653613
PIGO	protein_coding	ILMN_2379931
PIGO	protein_coding	ILMN_1653613
PIGO	protein_coding	ILMN_2379931
PIGO	protein_coding	ILMN_1653613
STOML2	protein_coding	ILMN_1663002
STOML2	protein_coding	ILMN_1663002
STOML2	protein_coding	ILMN_1663002
STOML2	protein_coding	ILMN_1663002
FAM214B	protein_coding	ILMN_1732609
FAM214B	protein_coding	ILMN_1732609
FAM214B	protein_coding	ILMN_1732609
FAM214B	protein_coding	ILMN_1732609
FAM214B	protein_coding	ILMN_1732609
FAM214B	protein_coding	ILMN_1732609
FAM214B	protein_coding	ILMN_1732609
RUSC2	protein_coding	ILMN_1810037
RUSC2	protein_coding	ILMN_1810037
FAM166B	protein_coding	ILMN_1914648
TESK1	protein_coding	ILMN_1791067
TESK1	protein_coding	ILMN_1791067
TESK1	protein_coding	ILMN_1791067
CD72	protein_coding	ILMN_1723004
SIT1	protein_coding	ILMN_1788531
SIT1	protein_coding	ILMN_1788531
SIT1	protein_coding	ILMN_1788531
SIT1	protein_coding	ILMN_1788531
CCDC107	protein_coding	ILMN_1709630
CA9	protein_coding	ILMN_1725139
CA9	protein_coding	ILMN_1725139
CA9	protein_coding	ILMN_1725139
CA9	protein_coding	ILMN_1725139
TPM2	protein_coding	ILMN_1757604
TPM2	protein_coding	ILMN_1789196
TPM2	protein_coding	ILMN_1789196
TPM2	protein_coding	ILMN_1789196
TPM2	protein_coding	ILMN_1789196
TLN1	protein_coding	ILMN_1696643
TLN1	protein_coding	ILMN_1696643
CREB3	protein_coding	ILMN_1703072
CREB3	protein_coding	ILMN_1703072
GBA2	protein_coding	ILMN_1674560
GBA2	protein_coding	ILMN_1674560
GBA2	protein_coding	ILMN_1674560
GBA2	protein_coding	ILMN_1674560
GBA2	protein_coding	ILMN_1674560
RGP1	protein_coding	ILMN_1697000
RGP1	protein_coding	ILMN_2270607
RGP1	protein_coding	ILMN_1697000
RGP1	protein_coding	ILMN_2270607
NPR2	protein_coding	ILMN_1808898
NPR2	protein_coding	ILMN_1808898
NPR2	protein_coding	ILMN_1808898
NPR2	protein_coding	ILMN_1808898
NPR2	protein_coding	ILMN_1808898
SPAG8	protein_coding	ILMN_1754370
SPAG8	protein_coding	ILMN_1754370
SPAG8	protein_coding	ILMN_1754370
SPAG8	protein_coding	ILMN_1754370
SPAG8	protein_coding	ILMN_1754370
HINT2	protein_coding	ILMN_1697820
AL133410.3	protein_coding	ILMN_1697820
TMEM8B	protein_coding	ILMN_1708029
TMEM8B	protein_coding	ILMN_1708029
TMEM8B	protein_coding	ILMN_1708029
TMEM8B	protein_coding	ILMN_1708029
PGAM1P2	processed_pseudogene	ILMN_2112417
YBX1P10	processed_pseudogene	ILMN_1669424
RECK	protein_coding	ILMN_1688630
RECK	protein_coding	ILMN_2067269
GLIPR2	protein_coding	ILMN_1652631
GLIPR2	protein_coding	ILMN_1652631
GLIPR2	protein_coding	ILMN_1652631
GLIPR2	protein_coding	ILMN_1652631
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_2345837
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_2345837
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_2345837
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_2345837
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_2345837
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_2345837
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_2345837
CLTA	protein_coding	ILMN_1695420
CLTA	protein_coding	ILMN_2345837
GNE	protein_coding	ILMN_1729417
GNE	protein_coding	ILMN_1729417
GNE	protein_coding	ILMN_1729417
RNF38	protein_coding	ILMN_1793616
RNF38	protein_coding	ILMN_2353327
RNF38	protein_coding	ILMN_1793616
RNF38	protein_coding	ILMN_2353327
RNF38	protein_coding	ILMN_2273882
RNF38	protein_coding	ILMN_2273882
RNF38	protein_coding	ILMN_2273882
RNF38	protein_coding	ILMN_1793616
RNF38	protein_coding	ILMN_2273882
RNF38	protein_coding	ILMN_2353327
RNF38	protein_coding	ILMN_1793616
RNF38	protein_coding	ILMN_2273882
RNF38	protein_coding	ILMN_2353327
RNF38	protein_coding	ILMN_1793616
RNF38	protein_coding	ILMN_2273882
RNF38	protein_coding	ILMN_2353327
RNF38	protein_coding	ILMN_1793616
RNF38	protein_coding	ILMN_2353327
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
MELK	protein_coding	ILMN_1731184
MELK	protein_coding	ILMN_2212909
ZCCHC7	protein_coding	ILMN_1744980
ZCCHC7	protein_coding	ILMN_1744980
ZCCHC7	protein_coding	ILMN_1744980
ZCCHC7	protein_coding	ILMN_1744980
ZCCHC7	protein_coding	ILMN_1744980
ZCCHC7	protein_coding	ILMN_1744980
ZCCHC7	protein_coding	ILMN_1744980
GRHPR	protein_coding	ILMN_1664798
GRHPR	protein_coding	ILMN_1664798
GRHPR	protein_coding	ILMN_1664798
GRHPR	protein_coding	ILMN_1664798
GRHPR	protein_coding	ILMN_1664798
ZBTB5	protein_coding	ILMN_1757262
POLR1E	protein_coding	ILMN_2110167
POLR1E	protein_coding	ILMN_1678934
POLR1E	protein_coding	ILMN_2110167
POLR1E	protein_coding	ILMN_1678934
POLR1E	protein_coding	ILMN_2110167
POLR1E	protein_coding	ILMN_1678934
FBXO10	protein_coding	ILMN_2089616
AL513165.2	protein_coding	ILMN_1808661
TOMM5	protein_coding	ILMN_1808661
TOMM5	protein_coding	ILMN_1808661
TOMM5	protein_coding	ILMN_1808661
TOMM5	protein_coding	ILMN_1808661
TOMM5	protein_coding	ILMN_1808661
AL138752.2	protein_coding	ILMN_2198499
FRMPD1	protein_coding	ILMN_1754580
FRMPD1	protein_coding	ILMN_1754580
TRMT10B	protein_coding	ILMN_1782513
TRMT10B	protein_coding	ILMN_1782513
TRMT10B	protein_coding	ILMN_1782513
TRMT10B	protein_coding	ILMN_1782513
TRMT10B	protein_coding	ILMN_1782513
EXOSC3	protein_coding	ILMN_1708936
EXOSC3	protein_coding	ILMN_1734194
EXOSC3	protein_coding	ILMN_1708936
EXOSC3	protein_coding	ILMN_1708936
EXOSC3	protein_coding	ILMN_1708936
EXOSC3	protein_coding	ILMN_1734194
EXOSC3	protein_coding	ILMN_1708936
EXOSC3	protein_coding	ILMN_1734194
EXOSC3	protein_coding	ILMN_1708936
EXOSC3	protein_coding	ILMN_1734194
SLC25A51	protein_coding	ILMN_2198499
SLC25A51	protein_coding	ILMN_2198499
SLC25A51	protein_coding	ILMN_2198499
SHB	protein_coding	ILMN_1732612
ALDH1B1	protein_coding	ILMN_1675398
ALDH1B1	protein_coding	ILMN_2150894
IGFBPL1	protein_coding	ILMN_1677158
FAM95C	protein_coding	ILMN_1788008
CNTNAP3	protein_coding	ILMN_1717541
CNTNAP3	protein_coding	ILMN_1686513
AL353729.2	processed_pseudogene	ILMN_1841300
AL353729.1	processed_pseudogene	ILMN_1686513
SPATA31A1	protein_coding	ILMN_1652939
ZNF658B	transcribed_unprocessed_pseudogene	ILMN_1689901
ZNF658B	transcribed_unprocessed_pseudogene	ILMN_1722985
ZNF658B	transcribed_unprocessed_pseudogene	ILMN_1689901
ZNF658B	transcribed_unprocessed_pseudogene	ILMN_1722985
GLIDR	lncRNA	ILMN_1811181
GLIDR	lncRNA	ILMN_1811181
GLIDR	lncRNA	ILMN_1811181
GLIDR	lncRNA	ILMN_1811181
GLIDR	lncRNA	ILMN_1811181
AL773545.3	processed_pseudogene	ILMN_1720536
ANKRD20A2P	protein_coding	ILMN_1679184
ANKRD20A2P	protein_coding	ILMN_1670452
ANKRD20A2P	protein_coding	ILMN_2398211
ANKRD20A2P	protein_coding	ILMN_1679184
ANKRD20A2P	protein_coding	ILMN_2398211
ANKRD20A2P	protein_coding	ILMN_1679184
ANKRD20A2P	protein_coding	ILMN_2398211
BX664727.3	lncRNA	ILMN_1679184
BX664727.3	lncRNA	ILMN_1670452
BX664727.3	lncRNA	ILMN_2398211
BX664727.3	lncRNA	ILMN_1679184
